Service_name,Service_url,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Google_Reviews,Service_Type
Emergency Food Pantry (Loaves And Fishes),https://www.auntbertha.com//loaves-and-fishes--los-angeles-ca--emergency-food-pantry/6534445662994432?postal=91724,"['emergency food', 'food pantry']",,"['all ages', 'individuals', 'families', 'homeless', 'low-income']",,,"7309 Van Nuys Boulevard, Los Angeles, CA 91405","https://www.google.com/maps/?q=7309+Van+Nuys+Boulevard,+Los+Angeles,+CA+91405/","['Must live in San Fernando Valley.', 'This program helps homeless and low-income individuals.']",available,"Our food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else that comes to the pantry.Services provided to our community include:- Food to meet basic nutritional needs",['English'],Free,True,,,"This program covers residents of the following counties: Los Angeles County, CA.",34.2033856,-118.449009,91405.0,False,1:00PM – 4:30PM,Closed,1:00PM – 4:30PM,Closed,1:00PM – 4:30PM,Closed,Closed,,Food
"Food Distribution Program (Los Angeles Housing Partnership, Inc. (LAHP))",https://www.auntbertha.com//los-angeles-housing-partnership%252C-inc.-%2528lahp%2529--los-angeles-ca--food-distribution-program/5262529185972224?postal=90012,['food pantry'],,"['all ages', 'individuals', 'families', 'homeless', 'low-income']",213-629-9172109,https://lahousingpartnership.com/food-bank/,"2614 West 7th Street, Los Angeles, CA 90057","https://www.google.com/maps/?q=2614+West+7th+Street,+Los+Angeles,+CA+90057/",['Must meet income guidelines.'],available,The Los Angeles Housing Partnership Food Distribution Program regularly distributes food to residents and communities throughout LA County.This program provides:- Food to meet basic nutritional needs Residents of LAHP properties are pre-qualified to participate in the Program. General Community Members self-qualify per the Income Guidelinesthat are posted at each distribution site.,['English'],Free,True,,,"This program covers residents of the following cities: Los Angeles, CA.",34.0586595,-118.2828031,90057.0,False,Closed,Closed,Closed,Closed,4:00PM – 7:00PM,Closed,Closed,,Food
Food Pantry (Fifty-Fourth Street Seventh-Day Adventist Church),https://www.auntbertha.com//fifty-fourth-street-seventh-day-adventist-church--los-angeles-ca--food-pantry/5878838035742720?postal=90012,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",,https://54stsda-org.adventistfaith.org/,"1973 West 54th Street, Los Angeles, CA 90062","https://www.google.com/maps/?q=1973+West+54th+Street,+Los+Angeles,+CA+90062/",['Anyone can access this program.'],available,The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsFood distribution occurs every 2nd and 4th Sunday of the month from 9am - 1pm. Please call for more information.,['English'],Free,True,,,"This program covers residents of the following cities: Los Angeles, CA.",33.9935552,-118.313478,90062.0,False,Closed,Closed,Closed,Closed,Closed,Closed,12:00PM – 4:00PM,,Food
Food Pantry (Testimonial Community Love Center),https://www.auntbertha.com//testimonial-community-love-center--los-angeles-ca--food-pantry/6219582524882944?postal=90012,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",,,"5721 South Western Avenue, Los Angeles, CA 90062","https://www.google.com/maps/?q=5721+South+Western+Avenue,+Los+Angeles,+CA+90062/",['Anyone can access this program.'],available,"Our food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else that comes to the pantry.Services provided to our community include:- Food to meet basic nutritional needs",['English'],Free,True,,,"This program covers residents of the following cities: Los Angeles, CA.",33.9901793,-118.3094615,90062.0,False,Closed,Closed,Closed,10:00AM – 12:30PM,Closed,Closed,Closed,,Food
Food Pantry (Christ The Good Shepherd Episcopal Church),https://www.auntbertha.com//christ-the-good-shepherd-episcopal-church--los-angeles-ca--food-pantry/5175737834012672?postal=90012,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",,,"3303 West Vernon Avenue, Los Angeles, CA 90008","https://www.google.com/maps/?q=3303+West+Vernon+Avenue,+Los+Angeles,+CA+90008/",['Anyone can access this program.'],available,"Our food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else that comes to the pantry.Services provided to our community include:- Food to meet basic nutritional needs",['English'],Free,True,,,"This program covers residents of the following cities: Los Angeles, CA.",34.0041966,-118.3296174,90008.0,False,Closed,Closed,Closed,Closed,1:00PM – 3:00PM,Closed,Closed,,Food
Food Pantry (Bread of Life Foursquare Church),https://www.auntbertha.com//bread-of-life-foursquare-church--los-angeles-ca--food-pantry/5041997945241600?postal=90012,['food pantry'],,"['anyone in need', 'all ages']",,http://www.labreadoflife.org/services,"5179 Washington Boulevard, Los Angeles, CA 90016","https://www.google.com/maps/?q=5179+Washington+Boulevard,+Los+Angeles,+CA+90016/",['Anyone can access this program.'],available,"Our food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else in need of our assistance.Services provided to our community include:- Food to meet basic nutritional needs",['English'],Free,True,,,"This program covers residents of the following cities: Los Angeles, CA.",34.0414774,-118.3536227,90016.0,False,Closed,Closed,2:00PM – 3:30PM,Closed,Closed,Closed,Closed,,Food
FamilySource Centers (El Nido Family Centers),https://www.auntbertha.com//el-nido-family-centers--los-angeles-ca--familysource-centers/4992580911759360?postal=90012,"['food pantry', 'parenting education', 'counseling', 'tax preparation', 'community support services', 'exercise & fitness', 'recreation', 'help fill out forms', 'more education', 'tutoring', 'youth development', 'help find work', 'skills & training', 'advocacy & legal aid']",['case management'],"['anyone in need', 'all ages', 'individuals', 'families', 'low-income']",323-998-0093,https://www.elnidofamilycenters.org/what-we-do/,"2069 West Slauson Avenue, Los Angeles, CA 90047","https://www.google.com/maps/?q=2069+West+Slauson+Avenue,+Los+Angeles,+CA+90047/",['Anyone can access this program.'],available,The FamilySource Centers (FSC) are collaborative one-stop community centers designed to assist low-income residents in the City of Los Angeles to become self-sufficient by increasing family income and academic achievement for youth and adults.This program provides:- VITA tax preparation- College preparation and support- LAUSD-PSA counseling- Tutoring- Financial coaching and financial literacy workshops- Career preparation- Employment services- Diapers- Non-perishable food to meet nutritional needs- Yoga- Cal Fresh application assistance- Farmers Market,"['English', 'Spanish']",Free,True,https://www.facebook.com/elnidofamilycenters,https://www.twitter.com/@ElNidoFamily,"This program covers residents of the following counties: Los Angeles County, CA.",33.9894075,-118.3157385,90047.0,False,11:00AM – 8:00PM,11:00AM – 8:00PM,11:00AM – 8:00PM,11:00AM – 8:00PM,11:00AM – 8:00PM,Closed,Closed,,Food
Food Distribution (Turning Point),https://www.auntbertha.com//turning-point--los-angeles-ca--food-distribution/5505359181643776?postal=90012,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",,https://turningpointaod.com/food-distribution/,"3756 Santa Rosalia Drive, Los Angeles, CA 90008","https://www.google.com/maps/?q=3756+Santa+Rosalia+Drive,+Los+Angeles,+CA+90008/",['Anyone can access these services.'],available,"Turning Point offers Food Distributions twice a month which provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsDistribution is based on first come, first served.",['English'],Free,True,https://www.facebook.com/Turning-Point-Alcohol-Drug-Education-Program-Inc-113640602122991,,"This program covers residents of the following counties: Los Angeles County, CA.",34.0088401,-118.3392091,90008.0,False,Closed,Closed,Closed,Closed,3:00PM – 6:00PM,Closed,Closed,,Food
Vance North Necessities of Life Program (NOLP) (AIDS Project Los Angeles (APLA) Health),https://www.auntbertha.com//aids-project-los-angeles-%2528apla%2529-health--los-angeles-ca--vance-north-necessities-of-life-program-%2528nolp%2529/5813181120512000?postal=90012,['food pantry'],"['nutrition education', 'personal care items', 'one-on-one support']","['all ages', 'lgbtqia+', 'hiv/aids', 'low-income', 'limited english']",,https://aplahealth.org/services/nolp-food-pantries-and-nutrition/,"611 South Kingsley Drive, Los Angeles, CA 90005","https://www.google.com/maps/?q=611+South+Kingsley+Drive,+Los+Angeles,+CA+90005/","['Must be a Los Angeles County resident.', 'Must meet income guidelines.', 'Must have HIV.']",available,"Clients at NOLP food pantries receive pre-bagged groceries that include fresh dairy, frozen meats, fresh produce, and an assortment of canned and dry goods that cover 100% of weekly meals as well as hygiene items and cleaning supplies. NOLP clients also receive bilingual, one-on-one nutritional counseling and nutrition classes.This program provides:- Food to meet basic nutritional needsAdditional services include:- Personal hygiene supplies- Nutrition education","['English', 'Spanish']",Free,True,https://www.facebook.com/APLAHealth,,"This program covers residents of the following counties: Los Angeles County, CA.",34.0630741,-118.3031342,90005.0,False,Closed,Closed,Closed,Closed,12:30PM – 3:30PM,Closed,Closed,,Food
Food Pantry (Del Rey Church (DRC)),https://www.auntbertha.com//del-rey-church-%2528drc%2529--los-angeles-ca--food-pantry/4682211592765440?postal=90012,['food pantry'],,"['anyone in need', 'all ages']",,https://www.delreychurch.com/food-pantry,"8505 Saran Drive, Los Angeles, CA 90293","https://www.google.com/maps/?q=8505+Saran+Drive,+Los+Angeles,+CA+90293/",['Anyone can access this program.'],available,"Non-Perishable food items, especially for the homeless, available Sundays from 10:00 a.m. - 12:00 p.m.This program provides- Food pantry",['English'],Free,True,https://www.facebook.com/groups/delreychurch/,,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",33.9608132,-118.4328757,90293.0,False,12:00PM – 8:00PM,12:00PM – 8:00PM,12:00PM – 8:00PM,12:00PM – 8:00PM,12:00PM – 8:00PM,Closed,3:00PM – 8:00PM,,Food
Veterans Service Center (Volunteers of America Los Angeles (VOALA)),https://www.auntbertha.com//volunteers-of-america-los-angeles-%2528voala%2529--los-angeles-ca--veterans-service-center/4769482593533952?postal=90012,"['food pantry', 'meals', 'detox', 'personal hygiene', 'understand government programs', 'community support services', 'relief for caregivers', 'navigating the system', 'help find work', 'support groups', 'more education', 'skills & training', 'advocacy & legal aid']",,"['adults 18+', 'veterans', 'homeless']",213-389-1500,https://voala.org/services/veterans/,"3600 Wilshire Boulevard, Los Angeles, CA 90010","https://www.google.com/maps/?q=3600+Wilshire+Boulevard,+Los+Angeles,+CA+90010/",['This program serves homeless veterans in Downtown Los Angeles (Skid Row).'],available,"The Veterans Service Center is a day services program for homeless veterans. This program assesses, advocates and makes referrals to VOALA programs, the Department of Veterans Affairs, or other organizations, and run support groups every day.This program provides:- Basic needs assistance, including food, showers, laundry, AA/NA support, respite and detox beds- Case management and referrals- Classes and services to assist with benefits, job resources, housing, financial planning, computer skills training and lab, legal aid, relapse prevention, anger management, process groups, education and help with HIV/AIDS, TB, and Hepatitis and life skills, and moreThe purpose and goals are to help the veterans stabilize and through our services, find housing, work and connect with benefits.","['English', 'Spanish']",Free,True,https://www.facebook.com/voalaca/,https://www.twitter.com/@voalaca,"This program covers residents of the following counties: Los Angeles County, CA.",34.0605163,-118.3036379,90010.0,False,12:00PM – 8:00PM,12:00PM – 8:00PM,12:00PM – 8:00PM,12:00PM – 8:00PM,12:00PM – 8:00PM,Closed,Closed,,Food
Support Services - Homeless Outreach (Bright Path Center),https://www.auntbertha.com//bright-path-center--los-angeles-ca--support-services---homeless-outreach/5432086032154624?postal=91724,"['food pantry', 'help find housing', 'clothing', 'personal hygiene', 'navigating the system']",,"['anyone in need', 'all ages', 'unemployed', 'individuals', 'families', 'homeless', 'near homeless', 'low-income']",951-682-0088,https://brightpathcenter.org/homeless-outreach/,"5800 South Eastern Avenue, Los Angeles, CA 90040","https://www.google.com/maps/?q=5800+South+Eastern+Avenue,+Los+Angeles,+CA+90040/",['This program serves anyone in need.'],available,"Bright Path Center provides support services to anyone in need within the Inland Empire who need basic necessities like food, clothing, and housing. This program provides:- Food pantry- Clothing - Personal hygiene items- Referrals- Help find housing",['English'],Free,True,https://www.facebook.com/brightPathNPO?mibextid=LQQJ4d,,"This program covers residents of the following counties: Riverside County, CA, San Bernardino County, CA and Los Angeles County, CA.",33.9853955,-118.1614554,90040.0,False,12:00PM – 8:00PM,12:00PM – 8:00PM,12:00PM – 8:00PM,12:00PM – 8:00PM,12:00PM – 8:00PM,Closed,3:00AM – 3:00AM,,Food
Food Truck (The Dream Center),https://www.auntbertha.com//the-dream-center--los-angeles-ca--food-truck/5679908774739968?postal=91724,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",213-273-7042,https://www.dreamcenter.org/outreach/,"3457 North Mission Road, Los Angeles, CA 90031","https://www.google.com/maps/?q=3457+North+Mission+Road,+Los+Angeles,+CA+90031/",['Anyone can access this program.'],available,The Dream Center Food Truck stops at multiple locations around Los Angeles to provide supplemental groceries to individuals and families in need of assistance.Services include:- Food to meet basic nutritional needs The food trucks are first come first serve. Individuals typically line up an hour or two before our truck arrives to ensure they are able to receive food.,['English'],Free,True,https://www.facebook.com/LADreamCenter,https://www.twitter.com/@LADreamCenter,"This program covers residents of the following counties: Los Angeles County, CA.",34.0671659,-118.2042113,90031.0,False,Closed,Closed,Closed,Closed,1:30PM – 2:30PM,Closed,Closed,,Food
"P.E.P. INC.'S Community Health Services (Prep Ed Programs, Inc.)",https://www.auntbertha.com//prep-ed-programs%252C-inc.--los-angeles-ca--p.e.p.-inc.%2527s-community-health-services/6404502873047040?postal=91724,"['food pantry', 'health & safety', 'government food benefits', 'navigating the system', 'case management']","['parenting education', 'financial education', 'support network', 'support groups', 'health education', 'advocacy & legal aid']","['all ages', 'individuals', 'families', 'homeless', 'low-income']",,https://prepedprograms.org/services-programs,,,['This program serves underserved and underrepresented individuals and families.'],available,"Are you having trouble connecting with health and social 
services programs?  Our organization is here to help!!  Our dedicated staff are certified and have lived experienced to assist you in navigating the various programs and services available in your community.  We provide services to youth, adults, Seniors.
We understand the challenges you may face and we are committed to providing the support you need to lead a healthier life.  
We provide Wraparound Services, Case Management, and more!!  
Join us today and take the first step towards better health and 
well-being!!
We specialize in providng homeless and Justice Impacted services.",['English'],Free,True,https://www.facebook.com/prepedprogramsinc/,,"This program covers residents of the following counties: Los Angeles County, CA.",,,,False,12:00PM – 7:30PM,12:00PM – 7:30PM,12:00PM – 7:30PM,12:00PM – 7:30PM,Closed,Closed,Closed,,Food
Food and Clothing Giveaways (Stay Free Ministries Outreach),https://www.auntbertha.com//stay-free-ministries-outreach--los-angeles-ca--food-and-clothing-giveaways/5095985118183424?postal=91724,"['food pantry', 'clothing']",,"['anyone in need', 'all ages', 'individuals', 'families']",310-966-0162,https://stayfreeministries.org/about-us,"545 S San Pedro St, Los Angeles, CA 90013","https://www.google.com/maps/?q=545+S+San+Pedro+St,+Los+Angeles,+CA+90013/",['Anyone can access this program.'],available,Food and Clothing Giveaways offers food and clothing to people in our community who are in need. They hold the food and clothing giveaways in partnership with New Salvation Ministries at Union Rescue Mission on Skid Row. This program provides:- Food & Clothing DistributionThe food giveaways are held in the parking lot of Union Rescue Mission on the 2nd Saturday of each month.,['English'],Free,True,,,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",34.0433448,-118.2450788,90013.0,False,Closed,Closed,Closed,Closed,Closed,11:00AM – 8:00PM,Closed,,Food
Thursday Food Bank (Central City Neighborhood Partners),https://www.auntbertha.com//central-city-neighborhood-partners--los-angeles-ca--thursday-food-bank/5193604674879488?postal=91724,['food pantry'],,"['families', 'all ages']",213-482-8618,http://laccnp.org,"501 South Bixel Street, Los Angeles, CA 90017","https://www.google.com/maps/?q=501+South+Bixel+Street,+Los+Angeles,+CA+90017/",[],available,"Central City Neighborhood Partners (CCNP) is a non-profit dedicated to create system changes that benefit low-income children, families and communities.

Every Thursday we have a food distribution. It begins at 10 a.m. until the supplies are out. One bag per family. 


For more information, please call us at 213.482.8618.","['English', 'Spanish']",Free,True,https://www.facebook.com/CentralCityNeighborhoodPartners,,"This program covers residents of the following counties: Los Angeles County, CA.",34.0548809,-118.2618214,90017.0,False,Closed,Closed,Closed,12:00PM – 4:00PM,Closed,Closed,Closed,,Food
