Service_name,Service_url,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Google_Reviews,Service_Type
"Shelters for Victims of Domestic Violence, Abuse and Human Trafficking (1736 Family Crisis Center)",https://www.auntbertha.com//1736-family-crisis-center--torrance-ca--shelters-for-victims-of-domestic-violence%252C-abuse-and-human-trafficking/5159839464423424?postal=90220,"['temporary shelter', 'help escape violence', 'safe housing', 'case management']","['meals', 'home goods', 'personal care items', 'personal hygiene', 'group therapy', 'skills & training']","['all ages', 'pregnant', 'with children', 'limited english', 'domestic violence survivors', 'emergency']",213-745-6434,https://www.1736fcc.org/programs/residential-programs-dv-human-trafficking,"21707 Hawthorne Boulevard, Torrance, CA 90503","https://www.google.com/maps/?q=21707+Hawthorne+Boulevard,+Torrance,+CA+90503/",['Serves mothers and their children (ages birth through 17) fleeing from domestic violence.'],available,"1736 Family Crisis Center offers four confidentially-located domestic violence/human trafficking shelters provide safety and refuge for survivors and their children (ages birth through 17) while staff help them to develop plans for safe and stable futures.This program provides:- Transitional Shelter- Case management- Counseling- Support groups in English and Spanish- Job development and Placement- Legal help- Life skills training- Financial literacy- Parenting education- Referrals for free medical and access to other need based services24-hours a day, every day they will take in those needing shelter.","['English', 'Spanish']",Free,True,,,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",33.8305456,-118.3529484,90503.0,False,12:00PM – 20:00PM,12:00PM – 20:00PM,12:00PM – 20:00PM,12:00PM – 20:00PM,12:00PM – 20:00PM,Closed,Closed,,Food
Hacienda of Hope Program (Project Return Peer Support Network (PRPSN)),https://www.auntbertha.com//project-return-peer-support-network-%2528prpsn%2529--huntington-park-ca--hacienda-of-hope-program/5100596400488448?postal=90220,"['temporary shelter', 'recreation', 'safe housing', 'peer support', 'support groups', 'understand mental health']","['one-on-one support', 'peer support']","['adults 18+', 'limited english', 'all mental health']",323-346-0960,https://prpsn.org/services-peer-support-network.html?id=171,,,"['This program helps people who are older than 17 years old', 'This program serves individuals living with mental health challenges who are experiencing a stressful iife event or crisis.']",available,Hacienda of hope program offers a safe alternative to emergency hospitalization for individuals with mental illness who are experiencing a stressful life event or crisis. This short-term respite home offers the space where peer-guests are able to stay short periods of time (usually a few days) to work on their personal growth and wellness in a safe space free of charge.This program provides:- Temporary housing- Peer support- Support groups- Recreation,"['English', 'Spanish']",Free,False,https://www.facebook.com/PRPSN/,https://www.twitter.com/@PRPSNLA,"This program covers residents of the following counties: Los Angeles County, CA.",,,,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
The Haven - Exodus Lodge (Salvation Army - California South),https://www.auntbertha.com//salvation-army---california-south--long-beach-ca--the-haven---exodus-lodge/4731412271857664?postal=90220,"['temporary shelter', 'residential care']",,"['adults', 'young adults', 'seniors', 'veterans', 'emergency', 'all mental health']",310-478-37114435,https://socal.salvationarmy.org/southern-california/,"180 East Ocean Boulevard, Long Beach, CA 90802","https://www.google.com/maps/?q=180+East+Ocean+Boulevard,+Long+Beach,+CA+90802/",[],available,"The Haven is committed to providing housing and supportive services. The Haven serves 2,500 veterans each year, on the campus of the West Los Angeles Veterans Administration complex.  Exodus Lodge serves veterans suffering from mental illness. Exodus provides emergency housing for up to thirty days and a state-licensed board and care program.For more information, call us at 310-478-3711 ext.4435",['English'],Free,True,,,"This program covers residents of the following counties: Los Angeles County, CA.",33.7662509,-118.191385,90802.0,False,11:00AM – 19:00PM,11:00AM – 19:00PM,11:00AM – 19:00PM,11:00AM – 19:00PM,11:00AM – 19:00PM,Closed,Closed,,Food
The Way In (Salvation Army - California South),https://www.auntbertha.com//salvation-army---california-south--long-beach-ca--the-way-in/5475696549822464?postal=90220,"['temporary shelter', 'meals', 'residential housing', 'daily life skills', 'medical care', 'counseling', 'navigating the system', 'support network', 'one-on-one support', 'skills assessment', 'job placement', 'advocacy & legal aid']",,"['young adults', 'teens', 'male', 'homeless', 'abuse or neglect survivors', 'emergency']",323-469-2946,https://thewayin.salvationarmy.org/,"5939 Hollywood Boulevard, Los Angeles, CA 90028","https://www.google.com/maps/?q=5939+Hollywood+Boulevard,+Los+Angeles,+CA+90028/",['This program helps people who are 18 to 21 years old'],available,"This program helps establish a long-term foundation for each youth to successfully live healthy, sustained lives, while the shelter attempts to identify and satisfy the immediate needs of the youths. The Salvation Army provides year-round programs to help young adults in low-income communities thrive.This program provides:- Temporary shelter- Meals- Counseling- Residential housingThe Way In's residential facility houses up to 8 males between 18-21 years of age. These beds are for homeless youth who either left home or came to the Center through referrals from other agencies.",['English'],Free,True,,,"This program covers residents of the following counties: Los Angeles County, CA.",34.101975,-118.3191061,90028.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
"Angel's Flight for Runaway and Homeless Youth (Catholic Charities of Los Angeles, Inc.)",https://www.auntbertha.com//catholic-charities-of-los-angeles%252C-inc.--los-angeles-ca--angel%2527s-flight-for-runaway-and-homeless-youth/5802764892897280?postal=90013,"['temporary shelter', 'meals', 'clothing', 'substance abuse counseling', 'medical care', 'counseling', 'mental health care', 'community support services', 'recreation', 'case management', 'more education', 'tutoring', 'youth development', 'help find work']",,"['teens', 'homeless', 'runaways']",213-251-3400,https://catholiccharitiesla.org/angels-flight-for-runaway-and-homeless-youth/,"1531 James M Wood Boulevard, Los Angeles, CA 90015","https://www.google.com/maps/?q=1531+James+M+Wood+Boulevard,+Los+Angeles,+CA+90015/",['This program helps people who are 10 to 17 years old.'],available,"Angel’s Flight provides emergency shelter for homeless, runaway, and at-risk youth and offers essential services, including food, medical care, clothing, transportation, case management, counseling, educational assessment, and classroom learning.This program provides:- Shelter for runaway and homeless youth",['English'],Free,True,https://www.facebook.com/Catholic.Charities.LA,,"This program covers residents of the following counties: Los Angeles County, CA.",34.050688,-118.272225,90015.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
"Transform Homelessness Program - McGill Street House (Catholic Charities of Los Angeles, Inc.)",https://www.auntbertha.com//catholic-charities-of-los-angeles%252C-inc.--los-angeles-ca--transform-homelessness-program---mcgill-street-house/5700552139210752?postal=90013,"['temporary shelter', 'short-term housing', 'case management']","['nutrition education', 'help find housing', 'parenting education', 'counseling', 'financial education', 'navigating the system', 'one-on-one support', 'more education', 'skills & training', 'daily life skills']","['teens', 'children', 'adults 18+', 'female', 'with children', 'single parent', 'homeless']",213-251-3400,https://catholiccharitiesla.org/mcgill-street-house/,"1531 James M Wood Boulevard, Los Angeles, CA 90015","https://www.google.com/maps/?q=1531+James+M+Wood+Boulevard,+Los+Angeles,+CA+90015/",['This program serves women and children who are experiencing multiple and complex barriers toward a self-determined life and secure permanent housing.'],available,"McGill Street House is a 4-6 months program providing a wide array of social services to women and children who are experiencing multiple and complex barriers toward a self-determined life and secure permanent housing. Through case management, individualized service plans are developed with the clients to determine the resources that need to be mobilized to help them transition to more stable and self-sufficient life styles.This program provides:- Transitional housingLearning opportunities within the McGill House include:- Parenting skills- Asset building skills- Nutrition and life skills",['English'],Free,True,https://www.facebook.com/Catholic.Charities.LA,,"This program covers residents of the following counties: Los Angeles County, CA.",34.050688,-118.272225,90015.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
Emergency Shelter Services (Los Angeles House of Ruth (LAHR)),https://www.auntbertha.com//los-angeles-house-of-ruth-%2528lahr%2529--los-angeles-ca--emergency-shelter-services/6231509560197120?postal=90013,"['temporary shelter', 'help escape violence', 'short-term housing']","['nutrition education', 'mental health care', 'case management', 'advocacy & legal aid']","['children', 'families', 'homeless', 'domestic violence survivors', 'emergency']",323-266-4139,http://www.losangeleshouseofruth.com,,,['Must be a family with children to access this program.'],available,"The Emergency Shelter Services program provides shelter to families that are homeless or fleeing domestic violence. LAHR’s Emergency Shelter Services provides homeless families with short-term emergency shelter, meals and case management to place them into proper bridge housing or permanent housing.Services provided:- Emergency ShelterParticipants in this program also benefit from:- Mental Health Counseling- Case Management- Food & Nutrition Education Program- Legal ServicesInterested participants must go through coordinated entry (CES) or present proof of homelessness (this can be issued by a police officer, social worker, any public support) to access services.",['English'],Free,True,https://www.facebook.com/LAHouseofRuth,https://www.twitter.com/@LaHouseofRuth,"This program covers residents of the following counties: Los Angeles County, CA.",,,,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
"Good Shepherd Center (Catholic Charities of Los Angeles, Inc.)",https://www.auntbertha.com//catholic-charities-of-los-angeles%252C-inc.--los-angeles-ca--good-shepherd-center/5702774893838336?postal=90013,"['temporary shelter', 'short-term housing', 'navigating the system']","['meals', 'more education', 'help find work']","['all ages', 'all disabilities', 'female', 'with children', 'homeless', 'mothers']",213-251-3400,https://catholiccharitiesla.org/good-shepherd-center-for-homeless-women-and-children/,"1531 James M Wood Boulevard, Los Angeles, CA 90015","https://www.google.com/maps/?q=1531+James+M+Wood+Boulevard,+Los+Angeles,+CA+90015/",['This program serves mothers with children experiencing homelessness.'],available,Good Shepherd Center offers transitional housing and supportive services to homeless women and children.This program provides:- Short term housing- Employment services- Educational-focused transitional housing program- On-site culinary program/cafe,"['English', 'Spanish']",Free,True,https://www.facebook.com/Catholic.Charities.LA,,"This program covers residents of the following counties: Los Angeles County, CA.",34.0506162,-118.2722591,90015.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
Languille Emergency Shelter Program (Good Shepherd Center for Homeless Women and Children),https://www.auntbertha.com//good-shepherd-center-for-homeless-women-and-children--los-angeles-ca--languille-emergency-shelter-program/5383427811442688?postal=90013,['temporary shelter'],"['long-term housing', 'clothing', 'government benefits', 'navigating the system', 'help find work', 'one-on-one support', 'skills & training', 'meals']","['homeless', 'teens', 'young adults', 'adults', 'seniors', 'emergency', 'female']",213-318-5773,http://gschomeless.org/languille-shelter/,"1650 Rockwood Street, Los Angeles, CA 90026","https://www.google.com/maps/?q=1650+Rockwood+Street,+Los+Angeles,+CA+90026/","['This program helps people who are older than 17 years old.', 'This program helps unaccompanied homeless women living on the street, the car or have lost their home.']",available,Languille Emergency Shelter program provides emergency housing for unaccompanied women who are homeless. This program provides:- Crises/Bridge Housing- Case Management- Three meals a day- Counseling- Life Skills Workshops- Access to the computer lab,['English'],Free,True,https://www.facebook.com/gschomeless,,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",34.0650526,-118.2647046,90026.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
Hawkes Residence (Good Shepherd Center for Homeless Women and Children),https://www.auntbertha.com//good-shepherd-center-for-homeless-women-and-children--los-angeles-ca--hawkes-residence/6251334804176896?postal=90013,['temporary shelter'],"['meals', 'help find housing', 'clothing', 'daily life skills', 'counseling', 'financial education', 'computer or internet access', 'navigating the system']","['adults 18+', 'female', 'individuals', 'homeless']",213-318-5773,http://gschomeless.org/hawkes-residence/,"1640 Rockwood Street, Los Angeles, CA 90026","https://www.google.com/maps/?q=1640+Rockwood+Street,+Los+Angeles,+CA+90026/",['This program serves single women that are experiencing homelessness.'],available,"Hawkes Residence provides temporary housing for women experiencing homelessness where they can temporarily house women for up to 30 days.This program provides:- Temporary shelterAdditional services include:- Case management- Meals- Counseling- Daily life skills- Navigating community resources- Computer access- Help find housingTo qualify for shelter at Hawkes, you must:- Be an unaccompanied woman 18 years of age or older- Be homeless- Have a current TB test (Taken in the last 6 months)- Have a valid picture ID and Social Security Card",['English'],Free,True,https://www.facebook.com/gschomeless?sk=wall&filter=1,,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",34.06507,-118.26444,90026.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
Recuperative Care (Serenity Recuperative Care),https://www.auntbertha.com//serenity-recuperative-care--los-angeles-ca--recuperative-care/5661138241060864?postal=90013,"['temporary shelter', 'medical care', 'one-on-one support']",,"['adults 18+', 'post-treatment', 'individuals', 'homeless']",323-987-0048,http://serenityrecupcare.com,"1124 North Chicago Street, Los Angeles, CA 90033","https://www.google.com/maps/?q=1124+North+Chicago+Street,+Los+Angeles,+CA+90033/",['This program serves homeless individuals.'],available,"The Recuperative Care program offers those that are homeless and healing from illness and/or injury a safe, secure, cozy home environment where they can finish ‘recuperating’.This program provides:- Post-hospitalization care",['English'],Free,True,,,This program covers residents of the following states: CA.,34.0566312,-118.2054676,90033.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
Emergency Men's Transition Services (The Society of St. Vincent De Paul (SVDP) - Council of Los Angeles),https://www.auntbertha.com//the-society-of-st.-vincent-de-paul-%2528svdp%2529---council-of-los-angeles--los-angeles-ca--emergency-men%2527s-transition-services/6378401719910400?postal=90013,['temporary shelter'],"['navigating the system', 'case management', 'more education', 'skills & training', 'daily life skills']","['adults', 'young adults', 'teens', 'seniors', 'male', 'individuals', 'homeless', 'emergency']",213-229-9971,https://svdpla.org/our-service/social-services/emergency-mens-transition-service/,"210 North Avenue 21, Los Angeles, CA 90031","https://www.google.com/maps/?q=210+North+Avenue+21,+Los+Angeles,+CA+90031/",['This program serves homeless men.'],available,SVDP's Emergency Men's Transition Services provides emergency shelter and case management services to men who are chronically homeless or have needs that make it difficult for them to retain housing.This program provides:- ShelterClients also receive:- Case Management- Referrals- Education- Basic life skills,['English'],Free,True,https://www.facebook.com/pages/Society-of-St-Vincent-de-Paul/208312594477,https://www.twitter.com/@svdpla,"This program covers residents of the following counties: Los Angeles County, CA.",34.0772582,-118.2207728,90031.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
Behavioral Health Services (Homeless Outreach Program Integrated Care System (HOPICS)),https://www.auntbertha.com//homeless-outreach-program-integrated-care-system-%2528hopics%2529--los-angeles-ca--behavioral-health-services/5321862246039552?postal=90013,"['temporary shelter', 'help find housing', 'substance abuse counseling', 'counseling', 'mental health care']",,"['homeless', 'low-income', 'all ages', 'all mental health']",,https://www.hopics.org/,"5849 Crocker St, Los Angeles, CA 90003","https://www.google.com/maps/?q=5849+Crocker+St,+Los+Angeles,+CA+90003/",[],temporarily closed,"E6 Outreach Multi-disciplinary Teams work directly with the unhoused population. We provide supportive services, including Medical treatment, connection to primary care, income assistance, mental health service, crisis housing etc.",['English'],Free,True,https://www.facebook.com/SSGHOPICS,https://www.twitter.com/@ssghopics,"This program covers residents of the following counties: Los Angeles County, CA and Orange County, CA.",33.9882561,-118.2686678,90003.0,False,,,,,,,,,Food
"Housing and Shelter (Jenesse Center, Inc.)",https://www.auntbertha.com//jenesse-center%252C-inc.--los-angeles-ca--housing-and-shelter/5729001791815680?postal=90220,"['temporary shelter', 'safe housing', 'navigating the system', 'case management']","['transportation', 'daily life skills', 'counseling', 'after school care', 'tutoring', 'computer class', 'help find work', 'advocacy & legal aid']","['all ages', 'female', 'individuals', 'families', 'with children', 'domestic violence survivors', 'sexual assault survivors', 'emergency']",800-479-7328,http://jenesse.org,,,"['Serves victims of domestic violence, women and their children.']",available,"Jenesse Center, Inc. offers emergency shelter and transitional housing from 30 days to up to two years to victims of domestic violence and their families in Los Angeles County. Services include:- Emergency shelter- Transitional housing- Case managementAdditionally, clients have access to a variety of support services including:- Mental health counseling- Independent life skills classes- Computer training- Job referrals- After school programs for children- Field trips- Tutoring - Direct legal services- Transportation",['English'],Free,True,https://www.facebook.com/JenesseCenter,https://www.twitter.com/@JenesseCenter,"This program covers residents of the following counties: Los Angeles County, CA.",,,,True,,,,,,,,,Food
HIV/AIDS Residential Housing (JWCH Institute Inc.),https://www.auntbertha.com//jwch-institute-inc.--los-angeles-ca--hiv-aids-residential-housing/5743173573279744?postal=90220,"['temporary shelter', 'short-term housing']","['meals', 'nutrition education', 'clothing', 'personal care items', 'personal hygiene', 'navigating the system', 'one-on-one support']","['hiv/aids', 'all ages']",213-486-4946,http://jwchinstitute.org/hiv-services/hivaids-residential-housing/,"515 East 6th Street, Los Angeles, CA 90021","https://www.google.com/maps/?q=515+East+6th+Street,+Los+Angeles,+CA+90021/",[],available,"JWCH Institute's HIV/AIDS Residential Housing program provides services people living with HIV/AIDS.Services provided: - Emergency and transitional housingAdditionally, our residential housing services include: - Complete psychosocial assessment- Individual care plan development- Appropriate referrals to housing, medical, mental health and drug treatment- Meals and nutritional supplementation- Hygiene items and clothing",['English'],Free,True,,,"This program covers residents of the following counties: Los Angeles County, CA.",34.042216,-118.2447028,90021.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
Outreach + Emergency Shelter (ThePeopleConcern),https://www.auntbertha.com//thepeopleconcern--los-angeles-ca--outreach-%252B-emergency-shelter/4861505874427904?postal=90220,"['temporary shelter', 'short-term housing', 'navigating the system']",,"['all ages', 'homeless', 'male', 'female']",310450-4050,https://www.thepeopleconcern.org/get-help.php,"526 San Pedro Street, Los Angeles, CA 90013","https://www.google.com/maps/?q=526+San+Pedro+Street,+Los+Angeles,+CA+90013/",[],Not specified,"Outreach + Emergency Shelter Program offers more than 160 emergency shelter beds for women and men that want to leave the streets and work towards securing housing.Through the program, individuals have access to a caring and experienced community that helps them secure housing and government benefits, accompanies them to medical, legal and community appointments, and encourages participation in mental health and recovery services. During their stay in one of our shelters, our they lay the foundation to maintain housing so that they are prepared to enjoy a different way of life that is both secure and fulfilling.","['English', 'Spanish']",Reduced Cost,False,https://www.facebook.com/ThePeopleConcern/,https://www.twitter.com/@ThePplConcern,"This program covers residents of the following counties: Los Angeles County, CA.",34.043182,-118.2439629,90013.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
Emergency Services (Union Rescue Mission (URM)),https://www.auntbertha.com//union-rescue-mission-%2528urm%2529--los-angeles-ca--emergency-services/6562327453237248?postal=90220,['temporary shelter'],"['meals', 'clothing', 'medical care', 'personal hygiene', 'counseling', 'case management']","['all ages', 'female', 'male', 'families', 'with children', 'homeless']",213-347-6300,https://urm.org/services/emergency/,"545 San Pedro Street, Los Angeles, CA 90013","https://www.google.com/maps/?q=545+San+Pedro+Street,+Los+Angeles,+CA+90013/","['Well-child exams for children under 17 are mandatory.', 'While at URM, families are required to save a minimum of 30% of their income.']",available,"Union Rescue Mission provides comprehensive care for men, women and children experiencing homelessness. Guests can sign up for beds, eat three meals a day, take showers, get haircuts, pick out fresh clothes and receive medical care. Counseling from our staff is also available to discuss options regarding our recovery programs or other service providers in the area.This program provides:- Emergency shelter Shelter services include:- Food - Clothing- Personal Hygiene- Clinics- Day Center - Family Community Center- Hospitality center - Life Management Classes - Individual Assessment/CounselingBecause of large number of families seeking help at URM, and due to our limited space, families who choose to stay at URM are limited to 90 days. Within those 90 days, we offer the comprehensive help they need to regain their independence. If you or someone you know is experiencing homelessness, we can help. To learn more about our emergency and recovery services, please call reach out by phone.",['English'],Free,True,https://www.facebook.com/RenestingProjectInc?ref=stream&fref=nf,https://www.twitter.com/@URM,"This program covers residents of the following counties: Los Angeles County, CA.",34.0433448,-118.2450788,90013.0,False,12:00PM – 18:00PM,12:00PM – 18:00PM,12:00PM – 18:00PM,12:00PM – 18:00PM,12:00PM – 18:00PM,Closed,Closed,,Food
Sheltering the Homeless Ministry (Emmanuel Baptist Rescue Mission),https://www.auntbertha.com//emmanuel-baptist-rescue-mission--los-angeles-ca--sheltering-the-homeless-ministry/5220472429477888?postal=90220,['temporary shelter'],['personal hygiene'],"['all ages', 'homeless']",213-626-4681,http://www.ebrm.org/ministries#ShelteringTheHomeless,"530 E 5th St, Los Angeles, CA 90013","https://www.google.com/maps/?q=530+E+5th+St,+Los+Angeles,+CA+90013/",[],available,"Sheltering the Homeless Ministry provides shower facilities and clean beds, providing a clean, safe haven for those seeking shelter from the elements and street life of downtown Los Angeles.Service offered:- temporary shelter",['English'],Free,True,,,"This program covers residents of the following counties: Los Angeles County, CA.",34.0434252,-118.2431372,90013.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
Marshal House-Transitional Housing (Single Room Occupancy (SRO) Housing Corporation),https://www.auntbertha.com//single-room-occupancy-%2528sro%2529-housing-corporation--los-angeles-ca--marshal-house-transitional-housing/4837413853593600?postal=90220,"['temporary shelter', 'addiction & recovery', '12-step', 'daily life skills', 'navigating the system', 'support network', 'one-on-one support', 'support groups', 'skills & training']",,"['adults', 'young adults', 'seniors', 'veterans', 'individuals', 'homeless', 'substance dependency']",213-229-9682,https://www.srohousing.org/property-management.html,"523 San Julian Street, Los Angeles, CA 90013","https://www.google.com/maps/?q=523+San+Julian+Street,+Los+Angeles,+CA+90013/",['This program helps homeless veterans'],available,"Marshal House-Transitional Housing is available for homeless veterans in recovery from substance use. Services offered:- Transitional housing- Case management - Food services- Support groups- 12-step meetings- Money Management, Job education and Job referral services",['English'],Free,True,https://www.facebook.com/SROHousing#!/SROHousing,https://www.twitter.com/@srohousing,"This program covers residents of the following counties: Los Angeles County, CA, Riverside County, CA, Ventura County, CA, Orange County, CA and San Bernardino County, CA.",34.0439756,-118.2455745,90013.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
Transitional Housing (N.O.A.H.’s Foundation Inc.),https://www.auntbertha.com//n.o.a.h.s-foundation-inc.--los-angeles-ca--transitional-housing/5102513897406464?postal=90220,"['short-term housing', 'temporary shelter']",,"['individuals', 'families', 'teens', 'young adults', 'adults', 'seniors', 'employed', 'homeless', 'near homeless', 'benefit recipients']",424-307-4531,https://www.noahsfoundationla.org/,,,"['Must meet the following criteria:- Must be experiencing homelessness or housing insecurities- Applicants must be employed, and unemployed applicants must be willing to find a job']",available,"N.O.A.H's Foundation Inc. offers supportive transitional housing for families experiencing homelessness or housing insecurities.This program provides:- Transitional housingIf you are approved, residents are required to pay a fee. On a case by case basis, N.O.A.H's may provide free services such as temporary housing, emergency housing, or subsidized housing to individuals who meet their criteria.",['English'],Reduced Cost,True,https://www.facebook.com/noahsfoundationinc,,"This program covers residents of the following counties: Los Angeles County, CA.",,,,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
HOPWA (Housing Opportunities for People with AIDS) (Single Room Occupancy (SRO) Housing Corporation),https://www.auntbertha.com//single-room-occupancy-%2528sro%2529-housing-corporation--los-angeles-ca--hopwa-%2528housing-opportunities-for-people-with-aids%2529/5785179387854848?postal=90220,"['temporary shelter', 'long-term housing', 'short-term housing', 'navigating the system', 'case management', 'one-on-one support']",,"['adults 18+', 'hiv/aids', 'emergency']",213-229-2826,http://www.srohousing.org/social-services.html,,,"['This program helps people who are older than 17 years old', 'Must be homeless or at the risk of being homeless.', 'Must have no income or low income.', 'Must be diagnosed with HIV/AIDS.']",available,"The SRO Housing Corporation offers HOPWA to provide emergency, transitional, and permanent housing along with a full range of case management services for persons living with HIV/AIDS. We provide:- Emergency, transitional, and permanent housing- Case management- Support services- Referrals",['English'],Free,True,https://www.facebook.com/SROHousing#!/SROHousing,https://www.twitter.com/@srohousing,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",,,,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
Recovery from Homelessness Program (RFHP) (Whittier's First Day),https://www.auntbertha.com//whittier%2527s-first-day--whittier-ca--recovery-from-homelessness-program-%2528rfhp%2529/5745506855157760?postal=90220,"['temporary shelter', 'short-term housing']","['meals', 'navigating the system', 'case management', 'financial education', 'help find work']","['adults 18+', 'homeless']",562-693-4097,https://www.whittierfirstday.org/bridgeinterim-shelter/,,,"['This program helps people who are older than 17 years old', 'Must be homeless.']",available,"The Recovery from Homelessness Program provides temporary and transitional housing for up to 45 homeless and chronically homeless men and women from the Greater Whittier area at a time. This housing is a supportive environment linked to services and individualized planning to assist them in achieving self-sufficient lives off the streets.This program provides:- Temporary shelter- Short-term housingResidents have access to the following services:- Meals- Case management- Help accessing additional services- Money management counseling- Help find work, in later stages of the programResidents also have an opportunity to participate in a “Resident Bank” savings account program.This program runs through four stages, each of which is designed to help residents progress toward full independence and permanent housing. Residents must complete life skills assignments each week.",['English'],Free,True,https://www.facebook.com/pages/Whittiers-First-Day/117102758321522,,"This program covers residents of the following counties: Los Angeles County, CA.",,,,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
Emergency Shelter Program (Center for the Pacific Asian Family (CPAF)),https://www.auntbertha.com//center-for-the-pacific-asian-family-%2528cpaf%2529--los-angeles-ca--emergency-shelter-program/5093836046073856?postal=90220,"['temporary shelter', 'safe housing']","['food pantry', 'clothing', 'personal care items', 'navigating the system', 'case management', 'support network']","['all ages', 'immigrants', 'with children', 'homeless', 'near homeless', 'benefit recipients', 'limited english', 'asian', 'domestic violence survivors', 'sexual assault survivors', 'in crisis']",800-339-3940,https://nurturingchange.org/intervention,"3424 Wilshire Boulevard, Los Angeles, CA 90010","https://www.google.com/maps/?q=3424+Wilshire+Boulevard,+Los+Angeles,+CA+90010/",['This program serves families moving from crisis to safety and healing.'],available,Families can stay in CPAF’s safe and confidential 45-bed shelter facility for up to six months while they move from crisis to safety and healing.This program provides:- Emergency shelter- Food - Clothing- Toiletries- Comprehensive case management- Support services for children,"['Chinese', 'English', 'Hindi', 'Japanese', 'Korean', 'Tagalog', 'Thai', 'Vietnamese']",Free,True,https://www.facebook.com/CPAForg/,,"This program covers residents of the following counties: Los Angeles County, CA.",34.0612473,-118.2986006,90010.0,False,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,11:00AM – 20:00PM,Closed,Closed,,Food
