Service_name,Service_url,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Food Pantry,https://www.auntbertha.com//st.-paul-metropolitan-a.m.e.-church--philadelphia-pa--food-pantry/5184746006904832?postal=19131,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",215-365-3330,http://www.spmame.org/,"8398 Lindbergh Boulevard, Philadelphia, PA 19153","https://www.google.com/maps/?q=8398+Lindbergh+Boulevard,+Philadelphia,+PA+19153/",['Anyone can access this program.'],available,St. Paul Metropolitan A.M.E. Church provides a food pantry for members of their community. The food pantry serves close to 100 families each Thursday.This program provides:- Food to meet basic nutritional needs,['English'],Free,True,,,"This program covers residents of the following cities: Philadelphia, PA.",39.8977253,-75.2515019,19153.0,False,Closed,Closed,Closed,8:00 AM - 5:00 PM  EST,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//grace-community-christian-center--philadelphia-pa--food-pantry/6223467727552512?postal=19131,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",,http://www.gracebaptistgtn.org/ministries/g-c-c-c,"25 West Johnson Street, Philadelphia, PA 19144","https://www.google.com/maps/?q=25+West+Johnson+Street,+Philadelphia,+PA+19144/",['Anyone can access this program.'],temporarily closed,Grace Community Christian Center food pantry provides supplemental groceries to individuals and families in need of assistance in the community. This program provides:- Food to meet basic nutritional needs,['English'],Free,True,https://www.facebook.com/pg/TheGraceBaptistChurchofGermantown/about/?ref=page_internal,,"This program covers residents of the following cities: Philadelphia, PA.",40.045458,-75.182896,19144.0,False,,,,,,,
Human Services,https://www.auntbertha.com//african-family-health-organization-%2528afaho%2529--philadelphia-pa--human-services/5355967947210752?postal=19131,"['temporary shelter', 'food pantry', 'mental health care', 'navigating the system', 'case management']",,"['all ages', 'immigrants', 'refugees', 'individuals', 'families']",215-546-1232,http://afaho.org/human-services/,"2420 South 45th Street, Philadelphia, PA 19143","https://www.google.com/maps/?q=2420+South+45th+Street,+Philadelphia,+PA+19143/",['This program serves African and Caribbean immigrants/refugees.'],available,"AFAHO’s multi-lingual and bi-cultural case managers assist clients in mitigating the myriad of barriers they face in accessing critical health and social services which play a vital role in their successful integration, improved health, and ability to be self-sufficient. This program provides:- Behavioral health - Domestic violence awareness and support- Housing assistance and monthly food assistance- Elders' programming- Individual case management- Family case management","['Arabic', 'English', 'French', 'Kinyarwanda', 'Swahili', 'Yoruba']",Free,True,https://www.facebook.com/The-Salvation-Army-Nampa-Idaho-208522825852957/,https://www.twitter.com/@AFAHO,"This program covers residents of the following cities: Philadelphia, PA.",39.9454475,-75.2085961,19143.0,False,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,Closed,Closed
Food Pantry,https://www.auntbertha.com//crusaders-for-christ-church--philadelphia-pa--food-pantry/5683489540931584?postal=19131,['food pantry'],,"['all ages', 'individuals', 'families']",215-387-3014,https://crusadersforchristpa.org/,"1201 South 47th Street, Philadelphia, PA 19143","https://www.google.com/maps/?q=1201+South+47th+Street,+Philadelphia,+PA+19143/",[],available,Crusaders for Christ Church provides supplemental groceries to individuals and families in need of assistance in our community. This program provides:- Food to meet basic nutritional needsPlease contact this provider to see when the pantry is available.,['English'],Free,True,https://www.facebook.com/MyCFC1/,https://www.twitter.com/@CFC_PA1,"This program covers residents of the following cities: Philadelphia, PA.",39.9448797,-75.2122188,19143.0,False,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,Closed,Closed
Food Pantry,https://www.auntbertha.com//african-cultural-alliance-of-north-america-inc.-%2528acana%2529--philadelphia-pa--food-pantry/6524353764130816?postal=19131,['food pantry'],,"['all ages', 'immigrants', 'refugees', 'individuals', 'families', 'low-income', 'limited english']",215-729-8225,http://acanaus.org,"5530 Chester Avenue, Philadelphia, PA 19143","https://www.google.com/maps/?q=5530+Chester+Avenue,+Philadelphia,+PA+19143/",['This program serves individuals and families experiencing food insecurity.'],available,"ACANA serves as a food bank and distributes food to members of the Southwest and West Philadelphia community. ACANA can also distribute clothing, toys, building materials and other resources received as donations.This program provides:- Food to meet basic nutritional requirements - Other items as availableThis program is distributed very two weeks at ACANA.",['English'],Free,True,https://www.facebook.com/ACANA.Philadelphia,https://www.twitter.com/@ACANAevents,"This program covers residents of the following counties: Prince Georges County, MD and Philadelphia County, PA.",39.938005,-75.2248314,19143.0,False,10:00 AM - 6:30 PM  EST,10:00 AM - 6:30 PM  EST,10:00 AM - 6:30 PM  EST,10:00 AM - 6:30 PM  EST,Closed,Closed,Closed
Food Distribution,https://www.auntbertha.com//the-salvation-army-of-greater-philadelphia---philadelphia-central-%2528grays-ferry%2529--philadelphia-pa--food-distribution/4734327233183744?postal=19131,['food pantry'],,"['all ages', 'low-income']",215-825-4601,https://easternusa.salvationarmy.org/eastern-pennsylvania/greater-philadelphia/,"3225 Reed Street, Philadelphia, PA 19146","https://www.google.com/maps/?q=3225+Reed+Street,+Philadelphia,+PA+19146/",[],available,"The Salvation Army provides distribution of nutritious food to those in need.This program provides:- Food distributionParticipants must complete an application and bring documentation before receiving services. Please call for food availability, distribution times, and distribution dates.","['English', 'Spanish']",Free,True,https://www.facebook.com/pages/category/Charity-Organization/The-Salvation-Army-CentralGrays-Ferry-Corps-100664791779478/,,"This program covers residents of the following cities: Philadelphia, PA.",39.9370679,-75.197445,19146.0,False,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,Closed,Closed
Senior Box Program (CSFP),https://www.auntbertha.com//the-share-food-program--philadelphia-pa--senior-box-program-%2528csfp%2529/6572776299298816?postal=19131,"['food delivery', 'food pantry']",,"['seniors', 'all disabilities', 'limited mobility', 'low-income']",215-223-2220,https://www.sharefoodprogram.org/our-programs/food-for-seniors/,,,"['This program helps people with income at or below 130% of federal poverty guidelines.', 'This program helps people who are older than 59 years old.']",waitlist,"The Share Food Program's Senior Box Program (CSFP) provides food to qualifying seniors. Food boxes can be picked up at a distribution site or delivered to home-bound individuals in need.This program provides:- Food to meet basic nutritional needs.This program operates on a waitlist, please fill out the form on their website.","['English', 'Spanish']",Free,True,https://www.facebook.com/SHAREFood/,https://www.twitter.com/@sharefoodphilly,"This program covers residents of the following counties: Chester County, PA, Montgomery County, PA and Philadelphia County, PA.",,,,False,8:30 AM - 4:30 PM  EST,6:00 AM - 6:00 PM  EST,6:00 AM - 6:00 PM  EST,6:00 AM - 6:00 PM  EST,6:00 AM - 6:00 PM  EST,8:30 AM - 4:30 PM  EST,Closed
Food Pantry,https://www.auntbertha.com//oxford-circle-christian-community-development-association-%2528occcda%2529--philadelphia-pa--food-pantry/4675788288688128?postal=19131,['food pantry'],,"['anyone in need', 'all ages', 'individuals']",215-288-8504,https://occcda.org/programs/,"6500 Castor Avenue, Philadelphia, PA 19149","https://www.google.com/maps/?q=6500+Castor+Avenue,+Philadelphia,+PA+19149/",['Anyone can access this program.'],available,"The Oxford Circle Christian Community Development Association's food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsFood pantry times and dates vary per both locations, please call them for more information.","['Chinese', 'English', 'Spanish']",Free,True,https://www.facebook.com/occcda/,,"This program covers residents of the following cities: Philadelphia, PA.",40.040975,-75.0763135,19149.0,False,Closed,Closed,Closed,10:00 AM - 2:00 PM  EST,Closed,Closed,Closed
Food Distribution,https://www.auntbertha.com//kitchen-of-love--philadelphia-pa--food-distribution/5067420438626304?postal=19131,['food pantry'],,"['all ages', 'individuals', 'families', 'undocumented']",,https://kitchenofloveinpa.wixsite.com/kitchen-of-love/events,"8500 Pickering Avenue, Philadelphia, PA 19150","https://www.google.com/maps/?q=8500+Pickering+Avenue,+Philadelphia,+PA+19150/","['Must reside in Philadelphia, PA.']",waitlist,"Kitchen of Love provides Food Distribution to Philadelphia residents in need. Every Thursday canned foods and meat are distributed and every Friday fresh fruits and vegetables are distributed.This program provides:- Food pantryCurrently, they have a waiting list of more than 100 residents, but as they begin to expand, they will begin to pull more residents from the waiting list.",['English'],Free,True,,,"This program covers residents of the following counties: Philadelphia County, PA.",40.0813989,-75.1746935,19150.0,False,Closed,Closed,9:00 AM - 11:00 AM  EST,9:00 AM - 11:00 AM  EST,9:00 AM - 11:00 AM  EST,Closed,Closed
KITHS Kitchen and Garden,https://www.auntbertha.com//kiths--philadelphia-pa--kiths-kitchen-and-garden/5480325573640192?postal=19131,"['emergency food', 'food pantry', 'nutrition education', 'navigating the system']",,"['all ages', 'immigrants', 'refugees', 'individuals', 'families', 'asian', 'undocumented']",215-278-6222,https://www.kithservices.org/kiths-kitchen-and-garden,"4923 Old York Road, Philadelphia, PA 19141","https://www.google.com/maps/?q=4923+Old+York+Road,+Philadelphia,+PA+19141/",[],available,"KITHS Kitchen provides a culturally affirming stock pantry, supplied with food items reflective of what Cambodian refugees and Southeast Asians normally consume, such as canned baby corn, rice, seafood-based staples that are reminiscent of cuisines from their native countries (e.g., fish sauce, oyster sauce, etc.).This program provides:- Food distribution- Nutrition education- Information about food access opportunities- Emergency pantryKITHS cannot guarantee services without an appointment. Please call for more information.",['English'],Free,True,https://www.facebook.com/kithsnonprofit/,,"This program covers residents of the following counties: Philadelphia County, PA.",40.0280731,-75.146067,19141.0,False,Closed,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,6:30 PM - 8:00 PM,12:00 PM - 6:00 PM,Closed
Food Pantry,https://www.auntbertha.com//centre-d%2527adoration-chretienne--philadelphia-pa--food-pantry/5555306549346304?postal=19131,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",215-548-3788,https://centredadorationchretienne.org/index.html,"4520 Benner Street, Philadelphia, PA 19135","https://www.google.com/maps/?q=4520+Benner+Street,+Philadelphia,+PA+19135/",['This program serves anyone in need.'],available,Centre D'Adoration Chretienne's food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs,['English'],Free,True,https://www.facebook.com/CentreDadorationChretienne/,,"This program covers residents of the following cities: Philadelphia, PA.",40.01987,-75.05921099999999,19135.0,False,Closed,7:30 PM - 9:00 PM  EST,Closed,7:30 PM - 9:00 PM  EST,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//annie%2527s-kitchen-food-cupboard--philadelphia-pa--food-pantry/6598323073581056?postal=19131,['food pantry'],,"['all ages', 'individuals', 'families']",215-848-0916,,"1980 Church Lane, Philadelphia, PA 19141","https://www.google.com/maps/?q=1980+Church+Lane,+Philadelphia,+PA+19141/",[],available,"Annie's Kitchen Food Cupboard provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsPlease call to arrange food pick up, the team is not in the building daily, but can come to give you food if arranged.",['English'],Free,True,,,"This program covers residents of the following cities: Philadelphia, PA.",40.0463325,-75.1531951,19141.0,False,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,Closed,Closed
Food Pantry,https://www.auntbertha.com//victory-outreach-north-philly--philadelphia-pa--food-pantry/6251195793145856?postal=19131,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",267-344-9665,https://vophila.org/,"4500 Tyson Avenue, Philadelphia, PA 19135","https://www.google.com/maps/?q=4500+Tyson+Avenue,+Philadelphia,+PA+19135/",['Anyone can access this program.'],available,Victory Outreach operates a Food Pantry to help meet the nutritional needs of individuals and families in Philadelphia.This program provides:- Food to meet basic nutritional needsPlease call to verify hours before attending.,['English'],Free,True,https://www.facebook.com/vonorthphilly/,,"This program covers residents of the following cities: Philadelphia, PA.",40.028763,-75.0429984,19135.0,False,Closed,Closed,9:00 AM - 12:00 PM  EST,Closed,Closed,Closed,Closed
My SISTAS Resource Hub,https://www.auntbertha.com//mady%2527s-hands--philadelphia-pa--my-sistas-resource-hub/5957638318850048?postal=19131,"['food pantry', 'diapers & formula', 'personal care items', 'daily life skills', 'help find childcare', 'help find school']","['sexual and reproductive health', 'std/sti treatment & prevention']","['anyone in need', 'adults', 'young adults', 'teens', 'seniors', 'unemployed', 'individuals', 'families', 'with children', 'home renters']",,https://www.sistatalkphl.org,,,[],available,"Mady's Hands provides a variety of services to assist individuals and families gain success and stability. This program offers support, direction, and success planning through free one-on one engagement.

Located at 1952 N 24th St, Philadelphia PA, 19121.

Our services will be available for walk-in only, no appointment needed.

 Monday: 1pm-5pm
Tuesday: 1pm-5pm
Wednesday: 1pm-5pm
Thursday: By Appt. Only

Our services include the following:

Food Pantry
Nursery Pantry including Diapers, clothing and other baby items.
HIV Testing Kits (Take Home)
Clothing Bank (availability varies-please call to see if we have your size, if not we have a referral for you)

See you soon!",['English'],Free,True,,,"This program covers residents of the following counties: Philadelphia County, PA.",,,,False,1:00 PM - 5:00 PM,1:00 PM - 5:00 PM,1:00 PM - 5:00 PM,Closed,Closed,Closed,Closed
Helping Hands For The Hungry,https://www.auntbertha.com//st.-cyprian-church--philadelphia-pa--helping-hands-for-the-hungry/5375543808360448?postal=19131,"['food pantry', 'meals', 'clothing', 'spiritual support']",,"['anyone in need', 'all ages', 'individuals', 'families']",,https://saintcyprianchurch.org/hope-ministries/,"525 Cobbs Creek Parkway, Philadelphia, PA 19143","https://www.google.com/maps/?q=525+Cobbs+Creek+Parkway,+Philadelphia,+PA+19143/",['Anyone can access this program.'],available,"Helping Hands for the Hungry is a ministry that serves the needy on the last Saturday of each month. Our volunteers provide a delicious hot meal, food bags, clothing, but most importantly prayer and God’s Word.This program provides:- Meals- Food pantry- Clothing",['English'],Free,True,https://www.facebook.com/StCyprianPhilly/,https://www.twitter.com/@StCyprianPhilly,"This program covers residents of the following counties: Philadelphia County, PA.",39.9539798,-75.2483409,19143.0,False,9:30 AM - 11:15 AM  EST,Closed,9:30 AM - 11:15 AM  EST,Closed,Closed,Closed,Closed
Food Drive Give Away,https://www.auntbertha.com//institute-for-the-development-of-african-american-youth%252C-inc.-%2528idaay%2529--philadelphia-pa--food-drive-give-away/5641437706321920?postal=19131,['food pantry'],"['help pay for transit', 'transportation']","['anyone in need', 'all ages', 'individuals', 'families']",215-235-9110,https://idaay.org/events/pick-up-a-free-box-of-fresh-food-every-saturday-bi-weekly,"2305 North Broad Street, Philadelphia, PA 19132","https://www.google.com/maps/?q=2305+North+Broad+Street,+Philadelphia,+PA+19132/",['Must live in Philadelphia.'],available,"Institute for the Development of African-American Youth, Inc. (IDAAY) provides a Food Drive Give Away for individuals experiencing food insecurity who are living in Philadelphia, PAThis program provides:- Food to meet nutritional needsFood is distributed on a first come, first serve basis.",['English'],Free,True,https://www.facebook.com/idaayinc,https://www.twitter.com/@idaayinc,"This program covers residents of the following cities: Philadelphia, PA.",39.9880215,-75.155124,19132.0,False,Closed,Closed,Closed,Closed,Closed,10:00 AM - 12:00 PM  EST,Closed
Nutrition Lunch & Learn,https://www.auntbertha.com//frazier-family-coalition-for-stroke-education-and-prevention--philadelphia-pa--nutrition-lunch-%2526-learn/6061022550556672?postal=19131,"['food pantry', 'nutrition education']",,"['anyone in need', 'all ages', 'individuals', 'families']",,https://www.frazierfamilycoalition.org/community-programs/nutrition-lunch/,"1300 West Lehigh Avenue, Philadelphia, PA 19132","https://www.google.com/maps/?q=1300+West+Lehigh+Avenue,+Philadelphia,+PA+19132/",['Anyone in need can access this program.'],available,The Frazier Family Coalition for Stroke Education and Prevention provides healthy nutrition topics and food demonstrations. Participants are also able to take home a free box of fresh produce.This program provides:- Nutrition education- Fresh produce,['English'],Free,True,,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9928236,-75.1535804,19132.0,False,Closed,Closed,Closed,12:00 PM - 1:00 PM  EST,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//the-common-place--philadelphia-pa--food-pantry/6175811663822848?postal=19131,['food pantry'],,"['anyone in need', 'all ages']",,https://www.thecommonplacephilly.org/,"5736 Chester Avenue, Philadelphia, PA 19143","https://www.google.com/maps/?q=5736+Chester+Avenue,+Philadelphia,+PA+19143/",['Anyone can access this program.'],available,The Common Place's food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs,['English'],Free,True,https://www.facebook.com/tcpphilly/,,"This program covers residents of the following cities: Philadelphia, PA.",39.9356486,-75.2279442,19143.0,False,Closed,Closed,Closed,Closed,Closed,10:00 AM - 1:00 PM  EST,Closed
