Service_name,Service_url,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Fish Food Bank,https://www.auntbertha.com//riverside-latino-commission--coachella-ca--fish-food-bank/4612467847200768?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families', 'low-income']",760-398-9000,https://www.latinocommission.com/,,,['Anyone can access this program.'],available,The Fish Food Bank provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families.This program provides:- Food to meet basic nutritional needsPlease contact program before visiting for updated hours/information.,"['English', 'Spanish']",Free,True,https://www.facebook.com/RiversideCountyLatinoCommission,,"This program covers residents of the following counties: Riverside County, CA.",,,,False,Closed,Closed,9:00 AM - 10:30 AM  PST,Closed,9:00 AM - 10:30 AM  PST,Closed,Closed
Food In Need of Distribution (FIND),https://www.auntbertha.com//desert-chapel--palm-springs-ca--food-in-need-of-distribution-%2528find%2529/6670404851859456?postal=92507,"['emergency food', 'food pantry']",,"['anyone in need', 'all ages']",760-327-2772,https://desertchapel.org/find,"630 South Sunrise Way, Palm Springs, CA 92264","https://www.google.com/maps/?q=630+South+Sunrise+Way,+Palm+Springs,+CA+92264/",['This program is available to anyone in need.'],available,Desert Chapel offers bi-weekly food distribution to anyone in need of assistance to make ends meet. This program provides:- Food to meet basic nutritional needs,"['English', 'Spanish']",Free,True,,https://www.twitter.com/https://twitter.com/desertchapel,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA.",33.8125772,-116.5276769,92264,False,Closed,Closed,Closed,Closed,Closed,7:00 AM - 8:00 AM  PST,Closed
Food Distribution,https://www.auntbertha.com//galilee-center--mecca-ca--food-distribution/4841117098442752?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'families']",760-396-9100,https://galileecenter.org/services/,,,['Anyone can access this service.'],available,"Galilee Center addresses the needs of low-income individuals and households that lack a reliable access to affordable, nutritious food and may experience hunger on a regular basis.
This program provides:
- Food to meet basic nutritional needs
Food baskets are distributed every Thursday. Baskets include canned goods, dry goods, grains, fresh vegetables and fruit.

Registration begins at 2:30pm and distribution begins at 3:00pm.","['English', 'Spanish']",Free,True,https://www.facebook.com/galilee.center,https://www.twitter.com/@galilee_center,"This program covers residents of the following counties: Riverside County, CA.",33.5689145,-116.0762506,92254,False,Closed,Closed,Closed,3:00 PM - 4:00 PM  PST,Closed,Closed,Closed
Blessing Bag of Food,https://www.auntbertha.com//trinity-lutheran-church--riverside-ca--blessing-bag-of-food/5760418057420800?postal=92507,['food pantry'],,"['all ages', 'individuals', 'homeless']",,http://trinityriverside.org/outreach/,"5969 Brockton Avenue, Riverside, CA 92506","https://www.google.com/maps/?q=5969+Brockton+Avenue,+Riverside,+CA+92506/",['This program serves homeless individuals.'],available,Ziploc bags containing food and water are available at the church to be picked up and shared with homeless people in the community.This program provides:- Food bags,['English'],Free,True,https://www.facebook.com/groups/355549243530,,"This program covers residents of the following cities: Riverside, CA.",33.961587,-117.3969952,92506,False,8:00 AM - 12:00 PM  PST,8:00 AM - 12:00 PM  PST,8:00 AM - 12:00 PM  PST,8:00 AM - 12:00 PM  PST,8:00 AM - 12:00 PM  PST,Closed,Closed
The Community Food Bank at The Center,https://www.auntbertha.com//the-lgbt-community-center-of-the-desert--palm-springs-ca--the-community-food-bank-at-the-center/5660304135684096?postal=92507,"['emergency food', 'food pantry']",,"['anyone in need', 'all ages', 'lgbtqia+', 'low-income']",760-416-7790,https://thecentercv.org/the-community-food-bank-at-the-center/,"610 South Belardo Road, Palm Springs, CA 92264","https://www.google.com/maps/?q=610+South+Belardo+Road,+Palm+Springs,+CA+92264/","['Serves Riverside County residents.', 'You must be a resident of Riverside County (CA) and bring a picture ID (if you have one) during our distribution hours.', 'The Center Food Bank Card is required for pickups.']",waitlist,"The Community Food Bank @ The Center continues to provide a clean, safe and accessible outdoor food distribution following social distancing and face covering mandates. Currently the food distribution is on a first come-first serve basis giving priority to individuals with disabilities properly displaying handicap plates and/or tags on their vehicle or transport method.This program provides: - Food to meet basic nutritional needs","['English', 'Spanish']",Free,True,https://www.facebook.com/thecentercv,,"This program covers residents of the following counties: Riverside County, CA.",33.8139002,-116.5475485,92264,False,Closed,Closed,Closed,5:00 PM - 7:00 PM  PST,Closed,Closed,Closed
Grocery and Clothing Assistance,https://www.auntbertha.com//arlington-temporary-assistance--riverside-ca--grocery-and-clothing-assistance/5137416858632192?postal=92507,"['food pantry', 'clothing', 'navigating the system']",,"['anyone in need', 'all ages']",951-689-5620,http://www.atariverside.org/,"10459 Arlington Avenue, Riverside, CA 92505","https://www.google.com/maps/?q=10459+Arlington+Avenue,+Riverside,+CA+92505/",['Anyone can access this program.'],available,"Arlington Temporary Assistance provides grocery and clothing assistance for individuals and families living in Riverside, CA.This program provides:- Food to meet nutritional needs- Clothing- Referrals to additional self-sufficiency servicesThese services are provided to members of the community free of charge. Contact the provider to learn more.","['English', 'Spanish']",Free,True,https://www.facebook.com/ArlingtonTemporaryAssistance/,,"This program covers residents of the following cities: Riverside, CA.",33.947038,-117.4824468,92505,False,10:00 AM - 1:00 PM  PST,10:00 AM - 1:00 PM  PST,10:00 AM - 3:00 PM  PST,10:00 AM - 1:00 PM  PST,Closed,Closed,Closed
Food Distribution,https://www.auntbertha.com//the-concerned-family-%2528tcf%2529--perris-ca--food-distribution/6234025465348096?postal=92507,"['food delivery', 'food pantry', 'meals', 'clothing']","['emergency food', 'clothing']","['all ages', 'individuals', 'families', 'with children', 'low-income']",951-722-4317,https://theconcernedfamily.org/,"19450 Clark Street, Perris, CA 92570","https://www.google.com/maps/?q=19450+Clark+Street,+Perris,+CA+92570/",['Anyone can access this program.'],available,The food distribution provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsPlease contact The Concerned Family (TCF) for more information.,['English'],Free,True,,,"This program covers residents of the following cities: Perris, CA and Riverside, CA.",33.838462,-117.2873271,92570,False,11:00 AM - 1:00 PM  PST,11:00 AM - 1:00 PM  PST,11:00 AM - 1:00 PM  PST,11:00 AM - 1:00 PM  PST,11:00 AM - 1:00 PM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//queen-of-angels--riverside-ca--food-pantry/5964133168185344?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families', 'limited english']",909-226-8980,https://queenofangelsriverside.com/food-pantry,"4824 Jones Avenue, Riverside, CA 92505","https://www.google.com/maps/?q=4824+Jones+Avenue,+Riverside,+CA+92505/",['Anyone can access this program.'],available,Queen of Angels offers a food pantry that is open to anyone in need. This program supports individuals and families with placing food on the table so they don't go without a meal.This program provides:- Food to meet basic nutritional needs,"['English', 'Spanish']",Free,True,,,"This program covers residents of the following cities: Riverside, CA.",33.9252347,-117.478212,92505,False,Closed,Closed,Closed,8:00 AM - 10:00 AM  PST,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//moreno-valley-sda-church--moreno-valley-ca--food-pantry/6185697859993600?postal=92507,['food pantry'],,"['all ages', 'individuals', 'families', 'homeless', 'low-income', 'limited english']",951-242-6694,https://www.morenosda.org/community-services,"12649 Indian Street, Moreno Valley, CA 92553","https://www.google.com/maps/?q=12649+Indian+Street,+Moreno+Valley,+CA+92553/",['Anyone can access this program.'],available,"The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsFood is provided on a first come, first served basis.",['English'],Free,True,,,"This program covers residents of the following counties: Riverside County, CA.",33.93638809999999,-117.235744,92553,False,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//eddie-dee-smith-senior-center-%2528edssc%2529--riverside-ca--food-pantry/5155899550728192?postal=92507,['food pantry'],,"['all ages', 'individuals', 'families', 'low-income']",951-275-9975,https://www.jarpd.org/eddie-dee-smith-senior-center-edssc,"5888 Mission Boulevard, Riverside, CA 92509","https://www.google.com/maps/?q=5888+Mission+Boulevard,+Riverside,+CA+92509/",[],available,"Eddie Dee Smith Senior Center's Food Pantry provides aid and support to the local community. The program helps address the needs of low-income individuals and households that lack reliable access to affordable, nutritious food and may experience hunger on a regular basis.This program provides: - Food to meet basic nutritional needsEddie Dee Smith Senior Center distributes food on the first Thursday of each month from 9am - 12:30pm. Please call the Tuesday before to schedule an appointment for in-person pick-up. Please bring your own cart.","['English', 'Spanish']",Free,True,https://www.facebook.com/Eddie-Dee-Smith-Senior-Center-395991503919833/,,"This program covers residents of the following counties: Riverside County, CA.",34.0006017,-117.4151198,92509,False,Closed,9:00 AM - 5:00 PM  PST,Closed,9:00 AM - 12:30 PM  PST,Closed,Closed,Closed
Emergency Food Assistance Program,https://www.auntbertha.com//bright-path-center--riverside-ca--emergency-food-assistance-program/4510892700336128?postal=92507,"['food pantry', 'meals']",,"['anyone in need', 'all ages', 'unemployed', 'individuals', 'families', 'homeless', 'near homeless', 'low-income']",951-682-0088,https://brightpathcenter.org/emergency-food-service/,"4505 Allstate Drive, Riverside, CA 92501","https://www.google.com/maps/?q=4505+Allstate+Drive,+Riverside,+CA+92501/",['This program serves anyone in need.'],available,Bright Path Center's Emergency Food Assistance Program serves as a beacon of hope for those grappling with the risk of hunger and food insecurity.  This program provides:- Food pantry - Meals Those in need may contact Bright Path Center to schedule an appointment to pick up food. Those who do not have transportation may qualify for delivery service depending on location. Contact the provider for more information.,['English'],Free,True,https://www.facebook.com/brightPathNPO?mibextid=LQQJ4d,,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA.",34.0035875,-117.3754911,92501,False,9:00 AM - 5:00 AM  PST,9:00 AM - 5:00 AM  PST,9:00 AM - 5:00 AM  PST,9:00 AM - 5:00 AM  PST,9:00 AM - 5:00 AM  PST,Closed,2:00 PM - 5:00 PM  PST
Food Pantry,https://www.auntbertha.com//community-settlement-association-%2528csa%2529--riverside-ca--food-pantry/6466415525756928?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",,https://csariverside.org/food-pantry-program/,"4366 Bermuda Avenue, Riverside, CA 92507","https://www.google.com/maps/?q=4366+Bermuda+Avenue,+Riverside,+CA+92507/",['Anyone can access this program.'],available,"CSA is continuing to provide services to the community through the food pantry program during the COVID-19 crisis. CSA remains committed to the families, seniors and individuals being assisted every week throughout the year and those affected by the COVID-19 situation. This program provides: - Food to meet basic nutritional needsNo pre-registration is required.",['English'],Free,True,https://www.facebook.com/csa1911,,"This program covers residents of the following cities: Riverside, CA.",33.9708788,-117.3625198,92507,False,10:30 AM - 12:30 PM  PST,Closed,10:30 AM - 12:30 PM  PST,Closed,Closed,Closed,Closed
Thanksgiving Food Giveaway,https://www.auntbertha.com//community-settlement-association-%2528csa%2529--riverside-ca--thanksgiving-food-giveaway/5330759588118528?postal=92507,"['food delivery', 'food pantry']",,"['anyone in need', 'all ages', 'individuals', 'families', 'low-income']",951-686-6266,https://csariverside.org/,"4366 Bermuda Avenue, Riverside, CA 92507","https://www.google.com/maps/?q=4366+Bermuda+Avenue,+Riverside,+CA+92507/",['Anyone can access this program.'],near capacity,"CSA offers an annual food giveaway to help families have a nourishing Thanksgiving holiday.This program provides: - Food to meet nutritional needsIndividuals who live within 10 miles of the CSA office may be eligible to have their food delivered.Food distribution will take place on November 17, 2023. Please call ahead to sign up for the food distribution services.",['English'],Free,True,https://www.facebook.com/csa1911,,"This program covers residents of the following cities: Riverside, CA.",33.9708568,-117.3626116,92507,False,3:00 PM - 4:30 PM  PST,3:00 PM - 4:30 PM  PST,3:00 PM - 4:30 PM  PST,3:00 PM - 4:30 PM  PST,3:00 PM - 4:30 PM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//the-fruit-of-our-hands-ministries--riverside-ca--food-pantry/5427928872255488?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'low-income']",951-289-9808,https://fruitnhands.org/food-pantry,,,['Anyone can access this program.'],available,"The Food Pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else that comes to the pantry. Services provided:- Food pantryAll services are by appointment only. Please call to make your appointment. Emergency walk-in's are available.",['English'],Free,True,,,"This program covers residents of the following counties: Riverside County, CA.",,,,False,Closed,9:30 AM - 11:30 AM  PST,9:30 AM - 11:30 AM  PST,9:30 AM - 11:30 AM  PST,9:30 AM - 11:30 AM  PST,Closed,Closed
Support Services - Homeless Outreach,https://www.auntbertha.com//bright-path-center--riverside-ca--support-services---homeless-outreach/5432086032154624?postal=92507,"['food pantry', 'help find housing', 'clothing', 'personal hygiene', 'navigating the system']",,"['anyone in need', 'all ages', 'unemployed', 'individuals', 'families', 'homeless', 'near homeless', 'low-income']",951-682-0088,https://brightpathcenter.org/homeless-outreach/,"4505 Allstate Drive, Riverside, CA 92501","https://www.google.com/maps/?q=4505+Allstate+Drive,+Riverside,+CA+92501/",['This program serves anyone in need.'],available,"Bright Path Center provides support services to anyone in need within the Inland Empire who need basic necessities like food, clothing, and housing. This program provides:- Food pantry- Clothing - Personal hygiene items- Referrals- Help find housing",['English'],Free,True,https://www.facebook.com/brightPathNPO?mibextid=LQQJ4d,,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA.",34.0035875,-117.3754911,92501,False,9:00 AM - 5:00 AM  PST,9:00 AM - 5:00 AM  PST,9:00 AM - 5:00 AM  PST,9:00 AM - 5:00 AM  PST,9:00 AM - 5:00 AM  PST,Closed,2:00 PM - 5:00 PM  PST
Food Pantry,https://www.auntbertha.com//iglesia-adventista-de-riverside--riverside-ca--food-pantry/4607062925508608?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families', 'limited english']",,https://riversidespanishca.adventistchurch.org/,"3625 Ottawa Avenue, Riverside, CA 92507","https://www.google.com/maps/?q=3625+Ottawa+Avenue,+Riverside,+CA+92507/",['Anyone can access this program.'],available,Iglesia Adventista de Riverside offers quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families.This program provides:- Food to meet nutritional needsFood is distributed on the 3rd Friday of each month. Feel free to call for more information.,"['English', 'Spanish']",Free,True,https://www.facebook.com/iglesiaottawa,,"This program covers residents of the following cities: Riverside, CA.",33.9772907,-117.3532468,92507,False,Closed,Closed,Closed,Closed,9:00 AM - 11:00 AM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//university-homeless-women-center--riverside-ca--food-pantry/6241669231935488?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'all disabilities', 'individuals', 'families', 'homeless']",951-224-9438,https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2Fjesus3angels%2F&refsrc=deprecated&_rdr,"2711 9th Street, Riverside, CA 92507","https://www.google.com/maps/?q=2711+9th+Street,+Riverside,+CA+92507/",['Anyone can access this program.'],available,University Homeless Women's Center provides food for homeless and low income families in need. This program proivdes:- Food to meet basic nutritional needs. Please check our Facebook page for updates on where and where food will be distributed.,['English'],Free,True,,,"This program covers residents of the following counties: Riverside County, CA.",33.9757403,-117.3633231,92507,False,11:30 AM - 12:30 PM  PST,11:30 AM - 12:30 PM  PST,Closed,Closed,Closed,Closed,Closed
Thanksgiving Food Baskets,https://www.auntbertha.com//community-health-systems%252C-inc.--riverside-ca--thanksgiving-food-baskets/5856027624996864?postal=92507,['food pantry'],"['vaccinations', 'navigating the system']","['anyone in need', 'all ages', 'individuals', 'families', 'limited english']",951-212-6306,https://www.chsica.org/,"2933 University Avenue, Riverside, CA 92507","https://www.google.com/maps/?q=2933+University+Avenue,+Riverside,+CA+92507/",['Anyone can access this program.'],available,"Bloomington Community Health Center's free Drive-Thru Day of Giving Event will be providing a box of non-perishable foods, a grocery gift card for the first families, and community resources to individuals and families in need while supplies last. This program provides: - Box of non-perishable foods- Community resources- COVID-19 and flu vaccines No registration is needed however program lasts until supplies run out. The Annual ""Day Of Giving Event!"" will be held on Monday, November 20, from 2:00 p.m. - 4:00 p.m. at the University Community Health Center.","['English', 'Spanish']",Free,True,https://www.facebook.com/CHSI.Clinic/,https://www.twitter.com/@CHSI_Clinics,"This program covers residents of the following counties: Riverside County, CA.",33.9778553,-117.3649986,92507,False,Closed,Closed,Closed,2:00 PM - 4:00 PM  PST,Closed,Closed,Closed
Community Food Pantry,https://www.auntbertha.com//mt.-rubidoux-seventh-day-adventist-church--riverside-ca--community-food-pantry/4988213742665728?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",,https://www.mtrubidouxsda.org/events/community-food-pantry,"5320 Victoria Avenue, Riverside, CA 92506","https://www.google.com/maps/?q=5320+Victoria+Avenue,+Riverside,+CA+92506/",['Anyone can access these services.'],available,"Mt. Rubidoux Seventh-Day Adventist offers a community food pantry which provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsThe food pantry serves on a first-come, first-served basis.",['English'],Free,True,https://www.facebook.com/mtrubidoux,,"This program covers residents of the following cities: Riverside, CA.",33.9550431,-117.3692677,92506,False,Closed,10:00 AM - 12:00 PM,Closed,Closed,Closed,Closed,Closed
Food Share,https://www.auntbertha.com//all-saints%2527-episcopal-church---riverside--riverside-ca--food-share/5312726231547904?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",951-683-8466,https://www.allsaintsriverside.org/ministries/,"3847 Terracina Drive, Riverside, CA 92506","https://www.google.com/maps/?q=3847+Terracina+Drive,+Riverside,+CA+92506/",['Anyone can access this program.'],available,All Saints' Food Share provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsFood is distributed in the church parking lot on Thursdays at 10am.,['English'],Free,True,https://www.facebook.com/riversideallsaints/,,"This program covers residents of the following cities: Riverside, CA.",33.972863,-117.38446,92506,False,Closed,Closed,Closed,10:00 AM - 11:00 AM,Closed,Closed,Closed
