Subject,Relationship,Object
Eating Disorder Navigation and Assistance (Project HEAL),24hours_status_is,FALSE
Eating Disorder Navigation and Assistance (Project HEAL),Monday's_time_open,11:00AM – 20:00PM
Eating Disorder Navigation and Assistance (Project HEAL),Tuesday's_time_open,11:00AM – 20:00PM
Eating Disorder Navigation and Assistance (Project HEAL),Wednesday's_time_open,11:00AM – 20:00PM
Eating Disorder Navigation and Assistance (Project HEAL),Thursday's_time_open,11:00AM – 20:00PM
Eating Disorder Navigation and Assistance (Project HEAL),Friday's_time_open,11:00AM – 20:00PM
Eating Disorder Navigation and Assistance (Project HEAL),Saturday's_time_open,Closed
Eating Disorder Navigation and Assistance (Project HEAL),Sunday's_time_open,Closed
Eating Disorder Navigation and Assistance (Project HEAL),offers,Shelter
Virtual Grief Support Group (Adventist Health),main_services_are,support groups
Virtual Grief Support Group (Adventist Health),main_services_are,bereavement
Virtual Grief Support Group (Adventist Health),main_services_are,virtual support
Virtual Grief Support Group (Adventist Health),serves,all ages
Virtual Grief Support Group (Adventist Health),serves,grieving
Virtual Grief Support Group (Adventist Health),serves,individuals
Virtual Grief Support Group (Adventist Health),serves,families
Virtual Grief Support Group (Adventist Health),phone_number_is,808-263-5343
Virtual Grief Support Group (Adventist Health),website_is,https://www.adventisthealth.org/events-calendar/event-details/?event=6536
Virtual Grief Support Group (Adventist Health),eligibility_is,This program serves individuals and families that are experiencing grief from events both old and recent.
Virtual Grief Support Group (Adventist Health),has_an_availability_status_of,available
Virtual Grief Support Group (Adventist Health),description_is,Adventist Health provides a virtual grief support group. This program creates a safe and welcoming environment for those who are experiencing grief from events both old and recent.This program provides:- Virtual Support GroupThis program is being conducted on zoom and meets on the 2nd and 4th Wednesday of the month from 6:00 p.m. to 7:30 p.m. To receive the Zoom link please call or email.
Virtual Grief Support Group (Adventist Health),speaks,English
Virtual Grief Support Group (Adventist Health),costs,Free
Virtual Grief Support Group (Adventist Health),has_Google_Reviews,TRUE
Virtual Grief Support Group (Adventist Health),facebook_is,https://www.facebook.com/AdventistHealth?ref=hl
Virtual Grief Support Group (Adventist Health),twitter_is,https://www.twitter.com/@AdventistHealth
Virtual Grief Support Group (Adventist Health),covers,"This program covers residents of the following counties: Contra Costa County, CA, Fresno County, CA, Kern County, CA, Kings County, CA, Lake County, CA, Los Angeles County, CA, Mendocino County, CA, Napa County, CA, Plumas County, CA, San Joaquin County, CA, Solano County, CA, Tulare County, CA, Tuolumne County, CA, Ventura County, CA, Yuba County, CA, Multnomah County, OR and Tillamook County, OR."
Virtual Grief Support Group (Adventist Health),24hours_status_is,FALSE
Virtual Grief Support Group (Adventist Health),Monday's_time_open,11:00AM – 20:00PM
Virtual Grief Support Group (Adventist Health),Tuesday's_time_open,11:00AM – 20:00PM
Virtual Grief Support Group (Adventist Health),Wednesday's_time_open,11:00AM – 20:00PM
Virtual Grief Support Group (Adventist Health),Thursday's_time_open,11:00AM – 20:00PM
Virtual Grief Support Group (Adventist Health),Friday's_time_open,11:00AM – 20:00PM
Virtual Grief Support Group (Adventist Health),Saturday's_time_open,Closed
Virtual Grief Support Group (Adventist Health),Sunday's_time_open,Closed
Virtual Grief Support Group (Adventist Health),offers,Shelter
Deaf Counseling Services (Deaf Counseling Center),main_services_are,counseling
Deaf Counseling Services (Deaf Counseling Center),main_services_are,mental health care
Deaf Counseling Services (Deaf Counseling Center),main_services_are,family counseling
Deaf Counseling Services (Deaf Counseling Center),main_services_are,individual counseling
Deaf Counseling Services (Deaf Counseling Center),serves,adults
Deaf Counseling Services (Deaf Counseling Center),serves,young adults
Deaf Counseling Services (Deaf Counseling Center),serves,teens
Deaf Counseling Services (Deaf Counseling Center),serves,children
Deaf Counseling Services (Deaf Counseling Center),serves,seniors
Deaf Counseling Services (Deaf Counseling Center),serves,deaf or hard of hearing
Deaf Counseling Services (Deaf Counseling Center),serves,grieving
Deaf Counseling Services (Deaf Counseling Center),serves,individuals
Deaf Counseling Services (Deaf Counseling Center),serves,families
Deaf Counseling Services (Deaf Counseling Center),serves,low-income
Deaf Counseling Services (Deaf Counseling Center),serves,spouses
Deaf Counseling Services (Deaf Counseling Center),serves,depression
Deaf Counseling Services (Deaf Counseling Center),serves,anxiety
Deaf Counseling Services (Deaf Counseling Center),serves,all mental health
Deaf Counseling Services (Deaf Counseling Center),serves,substance dependency
Deaf Counseling Services (Deaf Counseling Center),phone_number_is,240-380-2577
Deaf Counseling Services (Deaf Counseling Center),website_is,https://deafcounseling.com/get-started/
Deaf Counseling Services (Deaf Counseling Center),eligibility_is,This program serves Deaf people and their families.
Deaf Counseling Services (Deaf Counseling Center),eligibility_is,Must meet income guidelines.
Deaf Counseling Services (Deaf Counseling Center),has_an_availability_status_of,available
Deaf Counseling Services (Deaf Counseling Center),description_is,"Deaf Counseling Center helps people learn how to deal more effectively with situations in their lives such as depression, addiction and substance abuse, stress, problems with self- esteem, grief, issues related to mental and emotional health, and relational problems.This program provides:- Individual Counseling- Couples Counseling- Family TherapyThis program offers pro bono services as well as a sliding scale. Please use their contact page or video call 240-380-2577 to apply."
Deaf Counseling Services (Deaf Counseling Center),speaks,English
Deaf Counseling Services (Deaf Counseling Center),costs,Sliding Scale
Deaf Counseling Services (Deaf Counseling Center),has_Google_Reviews,TRUE
Deaf Counseling Services (Deaf Counseling Center),facebook_is,https://www.facebook.com/deafcounseling
Deaf Counseling Services (Deaf Counseling Center),twitter_is,https://www.twitter.com/@deafcounseling
Deaf Counseling Services (Deaf Counseling Center),covers,"This program covers residents of the following states: WA, WI, WV, FL, WY, NH, NJ, NM, NC, ND, NE, NY, RI, NV, CO, CA, GA, CT, OK, OH, KS, SC, KY, OR, SD, DE, DC, HI, TX, LA, TN, PA, VA, AK, AL, AR, VT, IL, IN, IA, AZ, ID, ME, MD, MA, UT, MO, MN, MI, MT and MS."
Deaf Counseling Services (Deaf Counseling Center),24hours_status_is,FALSE
Deaf Counseling Services (Deaf Counseling Center),Monday's_time_open,08:00AM – 17:00PM
Deaf Counseling Services (Deaf Counseling Center),Tuesday's_time_open,08:00AM – 17:00PM
Deaf Counseling Services (Deaf Counseling Center),Wednesday's_time_open,08:00AM – 17:00PM
Deaf Counseling Services (Deaf Counseling Center),Thursday's_time_open,08:00AM – 17:00PM
Deaf Counseling Services (Deaf Counseling Center),Friday's_time_open,08:00AM – 17:00PM
Deaf Counseling Services (Deaf Counseling Center),Saturday's_time_open,Closed
Deaf Counseling Services (Deaf Counseling Center),Sunday's_time_open,Closed
Deaf Counseling Services (Deaf Counseling Center),offers,Shelter
Truck Driver Assistance (truckersfinalmile),main_services_are,counseling
Truck Driver Assistance (truckersfinalmile),main_services_are,financial assistance
Truck Driver Assistance (truckersfinalmile),serves,all ages
Truck Driver Assistance (truckersfinalmile),serves,grieving
Truck Driver Assistance (truckersfinalmile),serves,individuals
Truck Driver Assistance (truckersfinalmile),serves,families
Truck Driver Assistance (truckersfinalmile),serves,spouses
Truck Driver Assistance (truckersfinalmile),serves,dependents
Truck Driver Assistance (truckersfinalmile),serves,parents
Truck Driver Assistance (truckersfinalmile),serves,in crisis
Truck Driver Assistance (truckersfinalmile),phone_number_is,888-857-7871
Truck Driver Assistance (truckersfinalmile),website_is,https://www.truckersfinalmile.org/program/
Truck Driver Assistance (truckersfinalmile),eligibility_is,Must be a CDL holder in the course of his/her employment or self employment or an immediate family member of a driver.
Truck Driver Assistance (truckersfinalmile),has_an_availability_status_of,available
Truck Driver Assistance (truckersfinalmile),description_is,"truckersfinalmile provides assistance to North American truck driver's and their families in times of crisis.This program provides:- Help with family reunification- Financial assistance- Grief counselingProgram assistance includes:- Loss of life of a truck driver- Severe injury of a truck driver- Major medical event of a truck driver- Assisting household members of a truck driver- Mobility assistance- Grief counselingThey will verify any request submitted to them for assistance. It is their task to verify within four (4) hours, and their office is staffed 24 hours a day 7 days a week.This program is not designed for someone who is quitting their job, terminated, or abandoning their vehicle."
Truck Driver Assistance (truckersfinalmile),speaks,English
Truck Driver Assistance (truckersfinalmile),costs,Free
Truck Driver Assistance (truckersfinalmile),has_Google_Reviews,TRUE
Truck Driver Assistance (truckersfinalmile),facebook_is,https://www.facebook.com/truckersfinalmile.org
Truck Driver Assistance (truckersfinalmile),twitter_is,https://www.twitter.com/@finalmiledotorg
Truck Driver Assistance (truckersfinalmile),covers,"This program covers residents of the following states: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV and WY."
Truck Driver Assistance (truckersfinalmile),24hours_status_is,TRUE
Truck Driver Assistance (truckersfinalmile),offers,Shelter
Events for Girls (empowerHER),main_services_are,community support services
Events for Girls (empowerHER),main_services_are,recreation
Events for Girls (empowerHER),main_services_are,support network
Events for Girls (empowerHER),main_services_are,peer support
Events for Girls (empowerHER),main_services_are,support groups
Events for Girls (empowerHER),main_services_are,bereavement
Events for Girls (empowerHER),serves,young adults
Events for Girls (empowerHER),serves,children
Events for Girls (empowerHER),serves,grieving
Events for Girls (empowerHER),serves,female
Events for Girls (empowerHER),website_is,https://weareempower.org/
Events for Girls (empowerHER),eligibility_is,This program serves girls and young women through age 24 who have experienced the loss of their mothers.
Events for Girls (empowerHER),has_an_availability_status_of,available
Events for Girls (empowerHER),description_is,"Events for Girls serves girls of all ages to remind them they are not alone in their grief. These events are meant to empower, support, and connect girls and young women through age 24 who have experienced the loss of their mothers.This program provides:- Peer support- Community involvement- RecreationAll programs and activities are provided at no charge to the family and are available both in-person and virtually for girls across the nation and around the globe."
Events for Girls (empowerHER),speaks,English
Events for Girls (empowerHER),costs,Free
Events for Girls (empowerHER),has_Google_Reviews,TRUE
Events for Girls (empowerHER),facebook_is,https://www.facebook.com/empoweringHER
Events for Girls (empowerHER),covers,This program covers residents of All US states and territories.
Events for Girls (empowerHER),24hours_status_is,FALSE
Events for Girls (empowerHER),Monday's_time_open,11:00AM – 20:00PM
Events for Girls (empowerHER),Tuesday's_time_open,11:00AM – 20:00PM
Events for Girls (empowerHER),Wednesday's_time_open,11:00AM – 20:00PM
Events for Girls (empowerHER),Thursday's_time_open,11:00AM – 20:00PM
Events for Girls (empowerHER),Friday's_time_open,11:00AM – 20:00PM
Events for Girls (empowerHER),Saturday's_time_open,Closed
Events for Girls (empowerHER),Sunday's_time_open,Closed
Events for Girls (empowerHER),offers,Shelter
Bereavement Support Program (Assisted Home Health & Hospice Foundation),main_services_are,bereavement
Bereavement Support Program (Assisted Home Health & Hospice Foundation),main_services_are,one-on-one support
Bereavement Support Program (Assisted Home Health & Hospice Foundation),main_services_are,support groups
Bereavement Support Program (Assisted Home Health & Hospice Foundation),serves,all ages
Bereavement Support Program (Assisted Home Health & Hospice Foundation),serves,grieving
Bereavement Support Program (Assisted Home Health & Hospice Foundation),serves,individuals
Bereavement Support Program (Assisted Home Health & Hospice Foundation),serves,families
Bereavement Support Program (Assisted Home Health & Hospice Foundation),phone_number_is,800-949-6555
Bereavement Support Program (Assisted Home Health & Hospice Foundation),website_is,https://assistedcares.com/types-of-care/hospice-care/bereavement-support/
Bereavement Support Program (Assisted Home Health & Hospice Foundation),is_located_at,"8550 Balboa Boulevard, Los Angeles, CA 91325"
Bereavement Support Program (Assisted Home Health & Hospice Foundation),url_is_located_at,"https://www.google.com/maps/?q=8550+Balboa+Boulevard,+Los+Angeles,+CA+91325/"
Bereavement Support Program (Assisted Home Health & Hospice Foundation),eligibility_is,This program serves community members who are grieving.
Bereavement Support Program (Assisted Home Health & Hospice Foundation),has_an_availability_status_of,available
Bereavement Support Program (Assisted Home Health & Hospice Foundation),description_is,"The Assisted Hospice Care Bereavement Program offers opportunities to develop a better understanding of grief, learn healthy coping skills, and share feelings with others who are experiencing loss. It is not necessary to be a family member of an Assisted Hospice Care patient to participate.This program provides:- Grief counseling- Telephone support- Personal mailings- Bereavement support groups- Referrals to additional support groupsPre-registration is required to attend ongoing weekly groups. Call to register and for days/times, and directions. Groups are free of charge and open to the community."
Bereavement Support Program (Assisted Home Health & Hospice Foundation),speaks,English
Bereavement Support Program (Assisted Home Health & Hospice Foundation),costs,Free
Bereavement Support Program (Assisted Home Health & Hospice Foundation),has_Google_Reviews,TRUE
Bereavement Support Program (Assisted Home Health & Hospice Foundation),facebook_is,https://www.facebook.com/AssistedHealthcareServices
Bereavement Support Program (Assisted Home Health & Hospice Foundation),twitter_is,https://www.twitter.com/@Assisted1
Bereavement Support Program (Assisted Home Health & Hospice Foundation),covers,"This program covers residents of the following counties: Los Angeles County, CA, Santa Barbara County, CA and Ventura County, CA."
Bereavement Support Program (Assisted Home Health & Hospice Foundation),latitude_is,34.2261975
Bereavement Support Program (Assisted Home Health & Hospice Foundation),longitude_is,-118.5018078
Bereavement Support Program (Assisted Home Health & Hospice Foundation),zipcode_is,91325.0
Bereavement Support Program (Assisted Home Health & Hospice Foundation),24hours_status_is,FALSE
Bereavement Support Program (Assisted Home Health & Hospice Foundation),Monday's_time_open,11:00AM – 20:00PM
Bereavement Support Program (Assisted Home Health & Hospice Foundation),Tuesday's_time_open,11:00AM – 20:00PM
Bereavement Support Program (Assisted Home Health & Hospice Foundation),Wednesday's_time_open,11:00AM – 20:00PM
Bereavement Support Program (Assisted Home Health & Hospice Foundation),Thursday's_time_open,11:00AM – 20:00PM
Bereavement Support Program (Assisted Home Health & Hospice Foundation),Friday's_time_open,11:00AM – 20:00PM
Bereavement Support Program (Assisted Home Health & Hospice Foundation),Saturday's_time_open,Closed
Bereavement Support Program (Assisted Home Health & Hospice Foundation),Sunday's_time_open,Closed
Bereavement Support Program (Assisted Home Health & Hospice Foundation),offers,Shelter
Pregnancy Counseling Center (Pregnancy Counseling Center),main_services_are,family planning
Pregnancy Counseling Center (Pregnancy Counseling Center),main_services_are,checkup & test
Pregnancy Counseling Center (Pregnancy Counseling Center),main_services_are,pregnancy tests
Pregnancy Counseling Center (Pregnancy Counseling Center),main_services_are,counseling
Pregnancy Counseling Center (Pregnancy Counseling Center),main_services_are,navigating the system
Pregnancy Counseling Center (Pregnancy Counseling Center),main_services_are,one-on-one support
Pregnancy Counseling Center (Pregnancy Counseling Center),serves,adults
Pregnancy Counseling Center (Pregnancy Counseling Center),serves,young adults
Pregnancy Counseling Center (Pregnancy Counseling Center),serves,teens
Pregnancy Counseling Center (Pregnancy Counseling Center),serves,pregnant
Pregnancy Counseling Center (Pregnancy Counseling Center),phone_number_is,818-895-2500
Pregnancy Counseling Center (Pregnancy Counseling Center),website_is,https://pregnanthelp4u.org/services/
Pregnancy Counseling Center (Pregnancy Counseling Center),is_located_at,"10211 Sepulveda Boulevard, Los Angeles, CA 91345"
Pregnancy Counseling Center (Pregnancy Counseling Center),url_is_located_at,"https://www.google.com/maps/?q=10211+Sepulveda+Boulevard,+Los+Angeles,+CA+91345/"
Pregnancy Counseling Center (Pregnancy Counseling Center),eligibility_is,This program helps individuals who are or may be pregnant.
Pregnancy Counseling Center (Pregnancy Counseling Center),has_an_availability_status_of,available
Pregnancy Counseling Center (Pregnancy Counseling Center),description_is,The Pregnancy Counseling Center provides free and confidential support to individuals facing an unplanned pregnancy.This program provides:- Pregnancy testing- Limited obstetrical ultrasounds- Pregnancy verification/proof of pregnancy- STI testing- Post pregnancy termination counseling- Information on natural family planning- Referrals to community resourcesThis program does not offer or refer for pregnancy terminations. Please call to verify privacy policies.
Pregnancy Counseling Center (Pregnancy Counseling Center),speaks,English
Pregnancy Counseling Center (Pregnancy Counseling Center),speaks,Spanish
Pregnancy Counseling Center (Pregnancy Counseling Center),costs,Free
Pregnancy Counseling Center (Pregnancy Counseling Center),has_Google_Reviews,TRUE
Pregnancy Counseling Center (Pregnancy Counseling Center),facebook_is,https://www.facebook.com/pregnancycounselingcentermissionhills
Pregnancy Counseling Center (Pregnancy Counseling Center),covers,"This program covers residents of the following counties: Los Angeles County, CA."
Pregnancy Counseling Center (Pregnancy Counseling Center),latitude_is,34.2557711
Pregnancy Counseling Center (Pregnancy Counseling Center),longitude_is,-118.467794
Pregnancy Counseling Center (Pregnancy Counseling Center),zipcode_is,91345.0
Pregnancy Counseling Center (Pregnancy Counseling Center),24hours_status_is,FALSE
Pregnancy Counseling Center (Pregnancy Counseling Center),Monday's_time_open,12:30PM – 19:00PM
Pregnancy Counseling Center (Pregnancy Counseling Center),Tuesday's_time_open,12:30PM – 19:00PM
Pregnancy Counseling Center (Pregnancy Counseling Center),Wednesday's_time_open,12:30PM – 19:00PM
Pregnancy Counseling Center (Pregnancy Counseling Center),Thursday's_time_open,Closed
Pregnancy Counseling Center (Pregnancy Counseling Center),Friday's_time_open,Closed
Pregnancy Counseling Center (Pregnancy Counseling Center),Saturday's_time_open,Closed
Pregnancy Counseling Center (Pregnancy Counseling Center),Sunday's_time_open,Closed
Pregnancy Counseling Center (Pregnancy Counseling Center),offers,Shelter
Outpatient Counseling (Windows of Hope Counseling Center),main_services_are,counseling
Outpatient Counseling (Windows of Hope Counseling Center),main_services_are,mental health care
Outpatient Counseling (Windows of Hope Counseling Center),main_services_are,substance abuse counseling
Outpatient Counseling (Windows of Hope Counseling Center),main_services_are,family counseling
Outpatient Counseling (Windows of Hope Counseling Center),main_services_are,individual counseling
Outpatient Counseling (Windows of Hope Counseling Center),serves,all ages
Outpatient Counseling (Windows of Hope Counseling Center),serves,individuals
Outpatient Counseling (Windows of Hope Counseling Center),serves,families
Outpatient Counseling (Windows of Hope Counseling Center),serves,low-income
Outpatient Counseling (Windows of Hope Counseling Center),serves,uninsured
Outpatient Counseling (Windows of Hope Counseling Center),serves,underinsured
Outpatient Counseling (Windows of Hope Counseling Center),phone_number_is,310-948-9929
Outpatient Counseling (Windows of Hope Counseling Center),website_is,http://windowsofhopecounseling.org/counseling-services/
Outpatient Counseling (Windows of Hope Counseling Center),is_located_at,"555 East Ocean Boulevard, Long Beach, CA 90802"
Outpatient Counseling (Windows of Hope Counseling Center),url_is_located_at,"https://www.google.com/maps/?q=555+East+Ocean+Boulevard,+Long+Beach,+CA+90802/"
Outpatient Counseling (Windows of Hope Counseling Center),has_an_availability_status_of,available
Outpatient Counseling (Windows of Hope Counseling Center),description_is,"Windows of Hope helps guide clients through many of life's difficulties through a variety of outpatient counseling services.This program provides counseling for:- Couples- Addiction- Family relationships- Grief, loss & divorce- Domestic violence- Personal growth- Children & adolescents- ADD/ADHD- Anger management- Blended family education- Abuse- Parenting- Self esteem- Sexual issues- Dual diagnosis- Life stage adjustmentsIt is Windows of Hope's belief that all families and individuals deserve to be nurtured and supported in their healing process; therefore, fees are based on a sliding scale according to income and ability to pay."
Outpatient Counseling (Windows of Hope Counseling Center),speaks,English
Outpatient Counseling (Windows of Hope Counseling Center),costs,Sliding Scale
Outpatient Counseling (Windows of Hope Counseling Center),has_Google_Reviews,TRUE
Outpatient Counseling (Windows of Hope Counseling Center),facebook_is,https://www.facebook.com/windows.of.hope.counseling.center/
Outpatient Counseling (Windows of Hope Counseling Center),covers,"This program covers residents of the following counties: Los Angeles County, CA and Placer County, CA."
Outpatient Counseling (Windows of Hope Counseling Center),latitude_is,33.7669422
Outpatient Counseling (Windows of Hope Counseling Center),longitude_is,-118.1858217
Outpatient Counseling (Windows of Hope Counseling Center),zipcode_is,90802.0
Outpatient Counseling (Windows of Hope Counseling Center),24hours_status_is,FALSE
Outpatient Counseling (Windows of Hope Counseling Center),Monday's_time_open,11:00AM – 20:00PM
Outpatient Counseling (Windows of Hope Counseling Center),Tuesday's_time_open,11:00AM – 20:00PM
Outpatient Counseling (Windows of Hope Counseling Center),Wednesday's_time_open,11:00AM – 20:00PM
Outpatient Counseling (Windows of Hope Counseling Center),Thursday's_time_open,11:00AM – 20:00PM
Outpatient Counseling (Windows of Hope Counseling Center),Friday's_time_open,11:00AM – 20:00PM
Outpatient Counseling (Windows of Hope Counseling Center),Saturday's_time_open,Closed
Outpatient Counseling (Windows of Hope Counseling Center),Sunday's_time_open,Closed
Outpatient Counseling (Windows of Hope Counseling Center),offers,Shelter
Stepping Stones (Social Model Recovery Systems),main_services_are,addiction & recovery
Stepping Stones (Social Model Recovery Systems),main_services_are,residential treatment
Stepping Stones (Social Model Recovery Systems),main_services_are,substance abuse counseling
Stepping Stones (Social Model Recovery Systems),main_services_are,parenting education
Stepping Stones (Social Model Recovery Systems),main_services_are,anger management
Stepping Stones (Social Model Recovery Systems),main_services_are,group therapy
Stepping Stones (Social Model Recovery Systems),main_services_are,individual counseling
Stepping Stones (Social Model Recovery Systems),main_services_are,support groups
Stepping Stones (Social Model Recovery Systems),other_services_are,medical care
Stepping Stones (Social Model Recovery Systems),other_services_are,mental health care
Stepping Stones (Social Model Recovery Systems),serves,adults
Stepping Stones (Social Model Recovery Systems),serves,young adults
Stepping Stones (Social Model Recovery Systems),serves,teens
Stepping Stones (Social Model Recovery Systems),serves,seniors
Stepping Stones (Social Model Recovery Systems),serves,female
Stepping Stones (Social Model Recovery Systems),serves,with children
Stepping Stones (Social Model Recovery Systems),serves,domestic violence survivors
Stepping Stones (Social Model Recovery Systems),serves,substance dependency
Stepping Stones (Social Model Recovery Systems),phone_number_is,877-507-6242
Stepping Stones (Social Model Recovery Systems),website_is,https://socialmodelrecovery.org/stepping-stones
Stepping Stones (Social Model Recovery Systems),is_located_at,"East Cypress Street, Covina, CA 91722"
Stepping Stones (Social Model Recovery Systems),url_is_located_at,"https://www.google.com/maps/?q=East+Cypress+Street,+Covina,+CA+91722/"
Stepping Stones (Social Model Recovery Systems),eligibility_is,This program only serves women or women with children.
Stepping Stones (Social Model Recovery Systems),has_an_availability_status_of,available
Stepping Stones (Social Model Recovery Systems),description_is,"Stepping Stones is a residential recovery program that provides comprehensive treatment of drug and alcohol dependency for women and women with children. The women are placed in a safe, supportive and nurturing environment to achieve recovery and maintain a healthy lifestyle.Services include:- Anger Management- Parenting- Relapse Prevention- Domestic Violence Prevention- Family Reunification- Life skillsFees are based on a sliding scale.  Partial funding is provided by the Los Angeles County Department of Substance Abuse Prevention and Control."
Stepping Stones (Social Model Recovery Systems),speaks,English
Stepping Stones (Social Model Recovery Systems),costs,Reduced Cost
Stepping Stones (Social Model Recovery Systems),has_Google_Reviews,TRUE
Stepping Stones (Social Model Recovery Systems),facebook_is,https://www.facebook.com/SocialModelRecoverySystems/
Stepping Stones (Social Model Recovery Systems),covers,"This program covers residents of the following counties: Los Angeles County, CA."
Stepping Stones (Social Model Recovery Systems),latitude_is,34.0958769
Stepping Stones (Social Model Recovery Systems),longitude_is,-117.90273
Stepping Stones (Social Model Recovery Systems),zipcode_is,91722.0
Stepping Stones (Social Model Recovery Systems),24hours_status_is,TRUE
Stepping Stones (Social Model Recovery Systems),offers,Shelter
Adult Outpatient Services (El Centro de Amistad),main_services_are,outpatient treatment
Adult Outpatient Services (El Centro de Amistad),main_services_are,mental health care
Adult Outpatient Services (El Centro de Amistad),main_services_are,group therapy
Adult Outpatient Services (El Centro de Amistad),main_services_are,family counseling
Adult Outpatient Services (El Centro de Amistad),main_services_are,individual counseling
Adult Outpatient Services (El Centro de Amistad),main_services_are,medications for mental health
Adult Outpatient Services (El Centro de Amistad),main_services_are,case management
Adult Outpatient Services (El Centro de Amistad),serves,adults 18+
Adult Outpatient Services (El Centro de Amistad),serves,benefit recipients
Adult Outpatient Services (El Centro de Amistad),serves,low-income
Adult Outpatient Services (El Centro de Amistad),serves,uninsured
Adult Outpatient Services (El Centro de Amistad),serves,all mental health
Adult Outpatient Services (El Centro de Amistad),phone_number_is,818-898-0223
Adult Outpatient Services (El Centro de Amistad),website_is,https://elcentrodeamistad.com/programs-services/
Adult Outpatient Services (El Centro de Amistad),is_located_at,"566 South Brand Boulevard, San Fernando, CA 91340"
Adult Outpatient Services (El Centro de Amistad),url_is_located_at,"https://www.google.com/maps/?q=566+South+Brand+Boulevard,+San+Fernando,+CA+91340/"
Adult Outpatient Services (El Centro de Amistad),eligibility_is,This program helps people who are 18 to 64 years old.
Adult Outpatient Services (El Centro de Amistad),has_an_availability_status_of,available
Adult Outpatient Services (El Centro de Amistad),description_is,"ECDA's Adult Outpatient Services program ongoing mental health services to adults (18-64) who are chronically mentally ill. The goal is to stabilize clients, make them more independent and acquire healthier coping skills to function better socially, emotionally and behaviorally within the home and in the community.Services include:- Individual, family and group therapy- Case management- Rehabilitation and medication supportOur program accepts Medi-Cal, Medi-cal Expansion (MCE) and Managed Care Health Insurance Plan (MCHIP) coverage as applicable. Services are provided in office, home, school and community settings. Limited funding is available for uninsured consumers."
Adult Outpatient Services (El Centro de Amistad),speaks,English
Adult Outpatient Services (El Centro de Amistad),speaks,Spanish
Adult Outpatient Services (El Centro de Amistad),costs,Reduced Cost
Adult Outpatient Services (El Centro de Amistad),has_Google_Reviews,TRUE
Adult Outpatient Services (El Centro de Amistad),facebook_is,https://www.facebook.com/elcentrodeamistad.thefriendshipcenter/
Adult Outpatient Services (El Centro de Amistad),covers,"This program covers residents of the following counties: Los Angeles County, CA."
Adult Outpatient Services (El Centro de Amistad),latitude_is,34.2785355
Adult Outpatient Services (El Centro de Amistad),longitude_is,-118.4436132
Adult Outpatient Services (El Centro de Amistad),zipcode_is,91340.0
Adult Outpatient Services (El Centro de Amistad),24hours_status_is,FALSE
Adult Outpatient Services (El Centro de Amistad),Monday's_time_open,11:00AM – 20:00PM
Adult Outpatient Services (El Centro de Amistad),Tuesday's_time_open,11:00AM – 20:00PM
Adult Outpatient Services (El Centro de Amistad),Wednesday's_time_open,11:00AM – 20:00PM
Adult Outpatient Services (El Centro de Amistad),Thursday's_time_open,11:00AM – 20:00PM
Adult Outpatient Services (El Centro de Amistad),Friday's_time_open,11:00AM – 20:00PM
Adult Outpatient Services (El Centro de Amistad),Saturday's_time_open,Closed
Adult Outpatient Services (El Centro de Amistad),Sunday's_time_open,Closed
Adult Outpatient Services (El Centro de Amistad),offers,Shelter
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),main_services_are,medical supplies
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),main_services_are,assistive technology
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),main_services_are,medical care
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),main_services_are,primary care
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),main_services_are,counseling
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),main_services_are,physical therapy
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),main_services_are,occupational therapy
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),main_services_are,speech therapy
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),main_services_are,specialized therapy
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),main_services_are,relief for caregivers
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),main_services_are,virtual support
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),serves,adults 18+
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),serves,veterans
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),serves,limited mobility
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),serves,neuromuscular disease
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),serves,benefit recipients
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),phone_number_is,562-826-5701
Spinal Cord Injuries and Disorders System of Care (U.S. Department of Veterans Affairs),website_is,https://www.sci.va.gov/VAs_SCID_System_of_Care.asp
