Service_name,Service_url,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Google_Reviews,Service_Type
Food Pantry West Covina (God's Pantry),https://www.auntbertha.com//god%2527s-pantry--covina-ca--food-pantry/4866067512426496?postal=90012,['food pantry'],,"['anyone in need', 'all ages', 'immigrants', 'undocumented', 'individuals', 'families', 'limited english']",,https://www.gods-pantry.com/,"1016 Cypress Street, Covina, CA 91722","https://www.google.com/maps/?q=1016+Cypress+Street,+Covina,+CA+91722/",['Anyone can access this program.'],available,The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs. Every fourth Saturday of the month,"['English', 'Spanish']",Free,FALSE,https://www.facebook.com/godspantryca/,,"This program covers residents of the following counties: Los Angeles County, CA, Riverside County, CA and San Bernardino County, CA.",34.0947012,-117.9097344,91722,FALSE,Closed,Closed,Closed,Closed,Closed,11:00AM – 13:00PM,Closed,0,Food
Food Pantry Pomona (God's Pantry),https://www.auntbertha.com//god%2527s-pantry--covina-ca--food-pantry/4866067512426496?postal=90012,['food pantry'],,"['anyone in need', 'all ages', 'immigrants', 'undocumented', 'individuals', 'families', 'limited english']",909-766-8038,https://www.gods-pantry.com/,"250 E. Center St, Pomona, CA 91767",,['Anyone can access this program.'],available,The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs. Every fourth Saturday of the month,"['English', 'Spanish']",Free,TRUE,https://www.facebook.com/godspantryca/,,"This program covers residents of the following counties: Los Angeles County, CA, Riverside County, CA and San Bernardino County, CA.",,,91767,FALSE,Closed,Closed,16:00PM – 18:30PM,Closed,Closed,Closed,Closed,4.7,Food
Emergency Food Pantry (Loaves And Fishes),https://www.auntbertha.com//loaves-and-fishes--los-angeles-ca--emergency-food-pantry/6534445662994432?postal=91724,"['emergency food', 'food pantry']",,"['all ages', 'individuals', 'families', 'homeless', 'low-income']",213-318-5707,,"4322 San Fernando Rd #2522, Glendale, CA 91204",,"['Must live in San Fernando Valley.', 'This program helps homeless and low-income individuals.']",available,"Our food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else that comes to the pantry.Services provided to our community include:- Food to meet basic nutritional needs",['English'],Free,TRUE,,,"This program covers residents of the following counties: Los Angeles County, CA.",,,91204,FALSE,12:00PM – 17:00PM,12:00PM – 17:00PM,12:00PM – 17:00PM,12:00PM – 17:00PM,12:00PM – 17:00PM,Closed,Closed,4.9,Food
Food Pantry (Testimonial Community Love Center),https://www.auntbertha.com//testimonial-community-love-center--los-angeles-ca--food-pantry/6219582524882944?postal=90012,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",323-291-6753,https://www.testimonialcommunity.org/,"5721 South Western Avenue, Los Angeles, CA 90062","https://www.google.com/maps/?q=5721+South+Western+Avenue,+Los+Angeles,+CA+90062/",['Anyone can access this program.'],available,"Our food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else that comes to the pantry.Services provided to our community include:- Food to meet basic nutritional needs",['English'],Free,TRUE,,,"This program covers residents of the following cities: Los Angeles, CA.",33.9901793,-118.3094615,90062,FALSE,Closed,Closed,Closed,11:00AM – 19:00PM,Closed,Closed,Closed,4.2,Food
Food Pantry (Christ The Good Shepherd Episcopal Church),https://www.auntbertha.com//christ-the-good-shepherd-episcopal-church--los-angeles-ca--food-pantry/5175737834012672?postal=90012,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",323-295-4139,https://christthegoodshepherdla.org/,"3303 West Vernon Avenue, Los Angeles, CA 90008","https://www.google.com/maps/?q=3303+West+Vernon+Avenue,+Los+Angeles,+CA+90008/",['Anyone can access this program.'],available,"Our food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else that comes to the pantry.Services provided to our community include:- Food to meet basic nutritional needs. Every fourth Friday of the month.",['English'],Free,FALSE,,,"This program covers residents of the following cities: Los Angeles, CA.",34.0041966,-118.3296174,90008,FALSE,Closed,Closed,Closed,Closed,12:30PM – 17:00PM,Closed,Closed,0,Food
Food Pantry (Bread of Life Foursquare Church),https://www.auntbertha.com//bread-of-life-foursquare-church--los-angeles-ca--food-pantry/5041997945241600?postal=90012,['food pantry'],,"['anyone in need', 'all ages']",323-939-4716,http://www.labreadoflife.org/services,"5179 Washington Boulevard, Los Angeles, CA 90016","https://www.google.com/maps/?q=5179+Washington+Boulevard,+Los+Angeles,+CA+90016/",['Anyone can access this program.'],available,"Our food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else in need of our assistance.Services provided to our community include:- Food to meet basic nutritional needs",['English'],Free,FALSE,,,"This program covers residents of the following cities: Los Angeles, CA.",34.0414774,-118.3536227,90016,FALSE,Closed,Closed,14:00PM – 15:30PM,Closed,Closed,Closed,Closed,0,Food
Family Source Center Food Pantry (El Nido Family Centers),https://www.auntbertha.com//el-nido-family-centers--los-angeles-ca--familysource-centers/4992580911759360?postal=90012,"['food pantry', 'parenting education', 'counseling', 'tax preparation', 'community support services', 'exercise & fitness', 'recreation', 'help fill out forms', 'more education', 'tutoring', 'youth development', 'help find work', 'skills & training', 'advocacy & legal aid']",['case management'],"['anyone in need', 'all ages', 'individuals', 'families', 'low-income']",323-998-0093,https://www.elnidofamilycenters.org/what-we-do/,"2069 West Slauson Avenue, Los Angeles, CA 90047","https://www.google.com/maps/?q=2069+West+Slauson+Avenue,+Los+Angeles,+CA+90047/",['Anyone can access this program but must have proof of address and income.’],available,The FamilySource Centers (FSC) are collaborative one-stop community centers designed to assist low-income residents in the City of Los Angeles to become self-sufficient by increasing family income and academic achievement for youth and adults.This program provides:- VITA tax preparation- College preparation and support- LAUSD-PSA counseling- Tutoring- Financial coaching and financial literacy workshops- Career preparation- Employment services- Diapers- Non-perishable food to meet nutritional needs- Yoga- Cal Fresh application assistance- Farmers Market,"['English', 'Spanish']",Free,TRUE,https://www.facebook.com/elnidofamilycenters,https://www.twitter.com/@ElNidoFamily,"This program covers residents of the following counties: Los Angeles County, CA.",33.9894075,-118.3157385,90047,FALSE,Closed,12:00PM – 19:00PM,Closed,Closed,Closed,Closed,Closed,4.3,Food
Food Distribution (Turning Point),https://www.auntbertha.com//turning-point--los-angeles-ca--food-distribution/5505359181643776?postal=90012,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",323-296-1840,https://turningpointaod.com/food-distribution/,"3756 Santa Rosalia Drive, Suite 617 Los Angeles, CA 90008","https://www.google.com/maps/?q=3756+Santa+Rosalia+Drive,+Los+Angeles,+CA+90008/",['Anyone can access these services.'],available,"Turning Point offers Food Distributions twice a month which provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsDistribution is based on first come, first served. Every second and fourth Friday.",['English'],Free,FALSE,https://www.facebook.com/Turning-Point-Alcohol-Drug-Education-Program-Inc-113640602122991,,"This program covers residents of the following counties: Los Angeles County, CA.",34.0088401,-118.3392091,90008,FALSE,Closed,Closed,Closed,Closed,15:00PM – 18:00PM,Closed,Closed,0,Food
NOLP Food Pantry 1 (AIDS Project Los Angeles (APLA) Health),https://www.auntbertha.com//aids-project-los-angeles-%2528apla%2529-health--los-angeles-ca--vance-north-necessities-of-life-program-%2528nolp%2529/5813181120512000?postal=90012,['food pantry'],"['nutrition education', 'personal care items', 'one-on-one support']","['all ages', 'lgbtqia+', 'hiv/aids', 'low-income', 'limited english']",213-201-1600,https://aplahealth.org/services/nolp-food-pantries-and-nutrition/,"611 South Kingsley Drive, Los Angeles, CA 90005","https://www.google.com/maps/?q=611+South+Kingsley+Drive,+Los+Angeles,+CA+90005/","['Must be a Los Angeles County resident.', 'Must meet income guidelines.', 'Must have HIV.']",available,"Clients at NOLP food pantries receive pre-bagged groceries that include fresh dairy, frozen meats, fresh produce, and an assortment of canned and dry goods that cover 100% of weekly meals as well as hygiene items and cleaning supplies. NOLP clients also receive bilingual, one-on-one nutritional counseling and nutrition classes.This program provides:- Food to meet basic nutritional needsAdditional services include:- Personal hygiene supplies- Nutrition education. Closed on the first Friday of the month","['English', 'Spanish']",Free,FALSE,https://www.facebook.com/APLAHealth,,"This program covers residents of the following counties: Los Angeles County, CA.",34.0630741,-118.3031342,90005,FALSE,Closed,Closed,13:00PM – 15:00PM,Closed,16:30PM – 20:30PM,Closed,Closed,0,Food
NOLP Food Pantry 2 (AIDS Project Los Angeles (APLA) Health),https://www.auntbertha.com//aids-project-los-angeles-%2528apla%2529-health--los-angeles-ca--vance-north-necessities-of-life-program-%2528nolp%2529/5813181120512000?postal=90012,['food pantry'],"['nutrition education', 'personal care items', 'one-on-one support']","['all ages', 'lgbtqia+', 'hiv/aids', 'low-income', 'limited english']",323-988-1400,https://aplahealth.org/services/nolp-food-pantries-and-nutrition/,"7531 Santa Monica Blvd, West Hollywood, CA 90046","https://www.google.com/maps/?q=611+South+Kingsley+Drive,+Los+Angeles,+CA+90005/","['Must be a Los Angeles County resident.', 'Must meet income guidelines.', 'Must have HIV.']",available,"Clients at NOLP food pantries receive pre-bagged groceries that include fresh dairy, frozen meats, fresh produce, and an assortment of canned and dry goods that cover 100% of weekly meals as well as hygiene items and cleaning supplies. NOLP clients also receive bilingual, one-on-one nutritional counseling and nutrition classes.This program provides:- Food to meet basic nutritional needsAdditional services include:- Personal hygiene supplies- Nutrition education. Only on the first and third Saturday of each month.","['English', 'Spanish']",Free,FALSE,https://www.facebook.com/APLAHealth,,"This program covers residents of the following counties: Los Angeles County, CA.",,,90046,FALSE,Closed,Closed,Closed,Closed,Closed,15:00PM - 18:00PM,Closed,0,Food
NOLP Food Pantry 3 (AIDS Project Los Angeles (APLA) Health),https://www.auntbertha.com//aids-project-los-angeles-%2528apla%2529-health--los-angeles-ca--vance-north-necessities-of-life-program-%2528nolp%2529/5813181120512000?postal=90012,['food pantry'],"['nutrition education', 'personal care items', 'one-on-one support']","['all ages', 'lgbtqia+', 'hiv/aids', 'low-income', 'limited english']",323-329-9700,https://aplahealth.org/services/nolp-food-pantries-and-nutrition/,"1679 E. 120th St, Los Angeles, CA 90059","https://www.google.com/maps/?q=611+South+Kingsley+Drive,+Los+Angeles,+CA+90005/","['Must be a Los Angeles County resident.', 'Must meet income guidelines.', 'Must have HIV.']",available,"Clients at NOLP food pantries receive pre-bagged groceries that include fresh dairy, frozen meats, fresh produce, and an assortment of canned and dry goods that cover 100% of weekly meals as well as hygiene items and cleaning supplies. NOLP clients also receive bilingual, one-on-one nutritional counseling and nutrition classes.This program provides:- Food to meet basic nutritional needsAdditional services include:- Personal hygiene supplies- Nutrition education. Closes at 3:00 PM on third Thursday of each month.","['English', 'Spanish']",Free,FALSE,https://www.facebook.com/APLAHealth,,"This program covers residents of the following counties: Los Angeles County, CA.",,,90059,FALSE,Closed,Closed,Closed,13:00PM – 19:00PM,Closed,Closed,Closed,0,Food
Food Pantry (Del Rey Church (DRC)),https://www.auntbertha.com//del-rey-church-%2528drc%2529--los-angeles-ca--food-pantry/4682211592765440?postal=90012,['food pantry'],,"['anyone in need', 'all ages']",310-823-4275,https://www.delreychurch.com/food-pantry,"8505 Saran Drive, Los Angeles, CA 90293","https://www.google.com/maps/?q=8505+Saran+Drive,+Los+Angeles,+CA+90293/",['Anyone can access this program.'],available,"Non-Perishable food items, especially for the homeless, available Sundays from 10:00 a.m. - 12:00 p.m.This program provides- Food pantry",['English'],Free,FALSE,https://www.facebook.com/groups/delreychurch/,,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",33.9608132,-118.4328757,90293,FALSE,12:00PM – 20:00PM,12:00PM – 20:00PM,12:00PM – 20:00PM,12:00PM – 20:00PM,12:00PM – 20:00PM,Closed,13:00PM – 15:30PM,0,Food
Support Services - Homeless Outreach (Bright Path Center),https://www.auntbertha.com//bright-path-center--los-angeles-ca--support-services---homeless-outreach/5432086032154624?postal=91724,"['food pantry', 'help find housing', 'clothing', 'personal hygiene', 'navigating the system']",,"['anyone in need', 'all ages', 'unemployed', 'individuals', 'families', 'homeless', 'near homeless', 'low-income']",,https://brightpathcenter.org/homeless-outreach/,"5800 South Eastern Avenue, Los Angeles, CA 90040","https://www.google.com/maps/?q=5800+South+Eastern+Avenue,+Los+Angeles,+CA+90040/",['This program serves anyone in need.'],available,"Bright Path Center provides support services to anyone in need within the Inland Empire who need basic necessities like food, clothing, and housing. This program provides:- Food pantry- Clothing - Personal hygiene items- Referrals- Help find housing",['English'],Free,FALSE,https://www.facebook.com/brightPathNPO?mibextid=LQQJ4d,,"This program covers residents of the following counties: Riverside County, CA, San Bernardino County, CA and Los Angeles County, CA.",33.9853955,-118.1614554,90040,FALSE,12:00PM – 20:00PM,12:00PM – 20:00PM,12:00PM – 20:00PM,12:00PM – 20:00PM,12:00PM – 20:00PM,Closed,17:00PM – 20:00PM,0,Food
Food Truck 1 (The Dream Center),https://www.auntbertha.com//the-dream-center--los-angeles-ca--food-truck/5679908774739968?postal=91724,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",213-273-7042,https://www.dreamcenter.org/outreach/,"293 Cardinal Street, Los Angeles, CA 90012","https://www.google.com/maps/?q=293+Cardinal+Street,+Los+Angeles,+CA+90012/",['Anyone can access this program.'],available,The Dream Center Food Truck stops at multiple locations around Los Angeles to provide supplemental groceries to individuals and families in need of assistance.Services include:- Food to meet basic nutritional needs The food trucks are first come first serve. Individuals typically line up an hour or two before our truck arrives to ensure they are able to receive food.,['English'],Free,FALSE,https://www.facebook.com/LADreamCenter,https://www.twitter.com/@LADreamCenter,"This program covers residents of the following counties: Los Angeles County, CA.",,,90012,FALSE,17:30PM - 18:30PM,Closed,Closed,Closed,Closed,Closed,Closed,0,Food
Food Truck 2 (The Dream Center),https://www.auntbertha.com//the-dream-center--los-angeles-ca--food-truck/5679908774739968?postal=91724,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",213-273-7042,https://www.dreamcenter.org/outreach/,"1337 W 5th St, Los Angeles, CA 90017",,['Anyone can access this program.'],available,The Dream Center Food Truck stops at multiple locations around Los Angeles to provide supplemental groceries to individuals and families in need of assistance.Services include:- Food to meet basic nutritional needs The food trucks are first come first serve. Individuals typically line up an hour or two before our truck arrives to ensure they are able to receive food.,['English'],Free,FALSE,https://www.facebook.com/LADreamCenter,https://www.twitter.com/@LADreamCenter,"This program covers residents of the following counties: Los Angeles County, CA.",,,90017,FALSE,13:30PM - 14:30PM,Closed,Closed,Closed,Closed,Closed,Closed,0,Food
Food and Clothing Giveaways (Stay Free Ministries Outreach),https://www.auntbertha.com//stay-free-ministries-outreach--los-angeles-ca--food-and-clothing-giveaways/5095985118183424?postal=91724,"['food pantry', 'clothing']",,"['anyone in need', 'all ages', 'individuals', 'families']",,https://stayfreeministries.org/about-us,,"https://www.google.com/maps/?q=545+S+San+Pedro+St,+Los+Angeles,+CA+90013/",['Anyone can access this program.'],available,Food and Clothing Giveaways offers food and clothing to people in our community who are in need. They hold the food and clothing giveaways in partnership with New Salvation Ministries at Union Rescue Mission on Skid Row. This program provides:- Food & Clothing DistributionThe food giveaways are held in the parking lot of Union Rescue Mission on the 2nd Saturday of each month.,['English'],Free,FALSE,,,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",,,,FALSE,Closed,Closed,Closed,Closed,Closed,Email,Closed,0,Food
Thursday Food Bank (Central City Neighborhood Partners),https://www.auntbertha.com//central-city-neighborhood-partners--los-angeles-ca--thursday-food-bank/5193604674879488?postal=91724,['food pantry'],,"['families', 'all ages']",213-482-8618,http://laccnp.org,"501 South Bixel Street, Los Angeles, CA 90017","https://www.google.com/maps/?q=501+South+Bixel+Street,+Los+Angeles,+CA+90017/",[],available,"Central City Neighborhood Partners (CCNP) is a non-profit dedicated to create system changes that benefit low-income children, families and communities. Every Thursday we have a food distribution. It begins at 10 a.m. until the supplies are out. One bag per family. For more information, please call us at 213.482.8618.","['English', 'Spanish']",Free,TRUE,https://www.facebook.com/CentralCityNeighborhoodPartners,,"This program covers residents of the following counties: Los Angeles County, CA.",34.0548809,-118.2618214,90017,FALSE,Closed,Closed,Closed,13:00PM – 16:00PM,Closed,Closed,Closed,4.5,Food
Food Pantry (World Harvest Food Bank),https://www.auntbertha.com//world-harvest-food-bank--los-angeles-ca--food-pantry/5195422603149312?postal=91724,['food pantry'],,"['anyone in need', 'all ages', 'low-income']",213-746-2227,https://worldharvestfoodbank.org,"3100 Venice Boulevard, Los Angeles, CA 90019","https://www.google.com/maps/?q=3100+Venice+Boulevard,+Los+Angeles,+CA+90019/",['Must make a donation of $40 or donate your time as a volunteer for one part time day of 4 hours.'],available,"World Harvest provides food, basic staples and living essentials to people who are at risk of hunger and the needy. If you find yourself in the situation that you need immediate food assistance, or are threatened by not having sufficient food to supply you or your family's basic needs, WHFB is here to help you.Services provided:- Food to meet basic nutritional needs For working families or individuals whose financial intake isn't sufficient to cope with daily food requirements, you can access a cartful of groceries, an average of 150 pounds of food, with a flat rate donation of $30 after a brief registration process.However, if you are not able to cover this amount, we will provide you with the same benefits in exchange for your time as a volunteer for one part time day, 4 hours. Your donation helps us cover the costs of food transportation, basic maintenance and management service for WHFB, allowing us to function and make available our food items to you.","['English', 'Spanish']",Reduced Cost,TRUE,https://www.facebook.com/WorldHarvestFoodBank,https://www.twitter.com/@WorldHarvestFB,"This program covers residents of the following counties: Los Angeles County, CA.",34.0432466,-118.3181131,90019,FALSE,11:00AM – 19:00PM,11:00AM – 19:00PM,11:00AM – 19:00PM,11:00AM – 19:00PM,11:00AM – 19:00PM,11:00AM – 18:00PM,Closed,4.2,Food
