Service_name,Service_url,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Siloam Food Pantry,https://www.auntbertha.com//siloam-wellness--philadelphia-pa--siloam-food-pantry/5951539990626304?postal=19113,['food pantry'],,"['anyone in need', 'all ages', 'hiv/aids', 'individuals', 'families']",215-765-6633,https://www.siloamwellness.org/why-donate,"850 North 11th Street, Philadelphia, PA 19123","https://www.google.com/maps/?q=850+North+11th+Street,+Philadelphia,+PA+19123/",['All individuals 18 years of age and over.'],available,"The Siloam Choice Food Pantry offers a selection of nutritional food to give individuals living with HIV/AIDS the  dignity and respect that comes with the ability to choose their meals.

This program provides:

- Food to meet basic nutritional needs",['English'],Free,TRUE,https://www.facebook.com/SiloamWellness/,https://www.twitter.com/@siloam_wellness,"This program covers residents of the following cities: Philadelphia, PA.",39.9679663,-75.1549485,19123.0,FALSE,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,Closed,Closed
Fresh Produce,https://www.auntbertha.com//sanctuary-farm--philadelphia-pa--fresh-produce/5307426591604736?postal=19113,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",267-703-0194,https://www.sanctuaryfarmphila.org/,"1622 North 22nd Street, Philadelphia, PA 19121","https://www.google.com/maps/?q=1622+North+22nd+Street,+Philadelphia,+PA+19121/",['Anyone can access this program.'],available,Sanctuary Farm provides free organic vegetables and produce to community members. This program provides:- Free produce The farm stand is open on Tuesdays and Thursdays at 1622 North 22nd St. and Saturdays at 2337 West Berks St.,['English'],Free,TRUE,https://www.facebook.com/SanctuaryFarmPhila/,,"This program covers residents of the following cities: Philadelphia, PA.",39.9801781,-75.171171,19121.0,FALSE,Closed,9:00 AM - 12:00 PM,Closed,9:00 AM - 12:00 PM,Closed,Closed,Closed
Food Pantry (CLOSED),https://www.auntbertha.com//southeast-asian-mutual-assistance-associations-coalition%252C-inc.-%2528seamaac%2529--philadelphia-pa--food-pantry/5898512947216384?postal=19113,['food pantry'],,"['anyone in need', 'all ages']",215-467-0690,https://www.seamaac.org/hunger-relief/,"1711 South Broad Street, Philadelphia, PA 19148","https://www.google.com/maps/?q=1711+South+Broad+Street,+Philadelphia,+PA+19148/","['This program helps people with income at or below 200% of federal poverty guidelines.', 'Anyone can access this program.']",temporarily closed,"SEAMAAC offers a free food for communities in need in South Philadelphia. Bags include non-perishable items such as canned goods and rice as well as fresh produce.

The food pantry welcomes all families in need, and you can come as you are. One bag per household per week. No ID required.

Please bring a cart or large shopping bag for easier carry!","['English', 'Interpretation Services Available']",Free,TRUE,,,"This program covers residents of the following cities: Philadelphia, PA.",39.9287019,-75.1683325,19148.0,FALSE,,,,,,,
Food Pantry,https://www.auntbertha.com//new-testament-church-of-god---community-outreach-mission--philadelphia-pa--food-pantry/6265791971065856?postal=19113,"['food pantry', 'clothing', 'personal care items', 'supplies for school']",,"['anyone in need', 'all ages', 'individuals', 'families']",215-472-6630,https://www.poyserwaycog.com/community-outreach,"935 South 53rd Street, Philadelphia, PA 19143","https://www.google.com/maps/?q=935+South+53rd+Street,+Philadelphia,+PA+19143/",['Anyone can access this program.'],available,"The Community Outreach Mission provides basic items to families with children from our surrounding areas. Some of our focus areas are senior citizens, pregnant mothers, school age children, youths, individuals with disabilities, and underprivileged families as a whole.This program provides:- Food to meet basic nutritional needs - School supplies- Clothing- Toiletries- Additional services as neededThe food pantry is open every Saturday at 12pm and on Sundays post-service.",['English'],Free,TRUE,,,"This program covers residents of the following counties: Delaware County, PA and Philadelphia County, PA.",39.9456921,-75.2271919,19143.0,FALSE,Closed,Closed,Closed,Closed,Closed,9:00 AM - 11:00 AM  PST,Closed
Food Pantry,https://www.auntbertha.com//berean-presbyterian-care-closet--philadelphia-pa--food-pantry/5999092540112896?postal=19113,['food pantry'],,"['anyone in need', 'all ages']",,https://www.bereanpresbyterian.org/ministries-1,"2101 North Broad Street, Philadelphia, PA 19122","https://www.google.com/maps/?q=2101+North+Broad+Street,+Philadelphia,+PA+19122/",[],available,"The Berean Presbyterian Care Closet food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else that comes to the pantry.This program provides:- Food to meet basic nutritional needsFood can be picked up once every two weeks.",['English'],Free,TRUE,https://www.facebook.com/pages/Berean-Presbyterian-Church-USA/198344380210753,,"This program covers residents of the following cities: Philadelphia, PA.",39.984874,-75.1560831,19122.0,FALSE,Closed,Closed,8:00 AM - 10:00 AM  PST,Closed,8:00 AM - 10:00 AM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//community-of-compassion-cdc--philadelphia-pa--food-pantry/6260879273361408?postal=19113,"['emergency food', 'food pantry']",,"['anyone in need', 'all ages', 'individuals', 'families']",,https://www.communityofcompassioncdc.com/,"6150 Cedar Avenue, Philadelphia, PA 19143","https://www.google.com/maps/?q=6150+Cedar+Avenue,+Philadelphia,+PA+19143/",['Anyone can access this program.'],available,The Community of Compassion CDC Food Pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs,['English'],Free,TRUE,https://www.facebook.com/communityofcompassioncdc,,"This program covers residents of the following cities: Philadelphia, PA.",39.9527118,-75.2465913,19143.0,FALSE,5:00 AM - 8:00 AM  PST,Closed,5:00 AM - 8:00 AM  PST,Closed,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//lutheran-settlement-house--philadelphia-pa--food-pantry/5347200206372864?postal=19113,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",215-426-8610,https://www.lutheransettlement.org/lsh-programs/pantry/,"1340 Frankford Avenue, Philadelphia, PA 19125","https://www.google.com/maps/?q=1340+Frankford+Avenue,+Philadelphia,+PA+19125/",['Anyone can access this program.'],available,"The Lutheran Settlement House helps alleviate hunger in the community by providing a food pantry. This food pantry supplies healthy food options to anyone. 

This program provides:

- Food to meet basic nutritional needs

All ages are welcome and no referrals, income information, or residential information are required. Participants may get food once a week. Participants should sign in at the front desk and bring their own bag.","['English', 'Interpretation Services Available', 'Spanish']",Free,TRUE,https://www.facebook.com/LutheranSettlementHouse,https://www.twitter.com/@LSHphilly,"This program covers residents of the following cities: Philadelphia, PA.",39.9714613,-75.1346765,19125.0,FALSE,6:00 AM - 12:00 PM  PST,6:00 AM - 12:00 PM  PST,6:00 AM - 12:00 PM  PST,6:00 AM - 12:00 PM  PST,6:00 AM - 12:00 PM  PST,Closed,Closed
Food Drive Give Away,https://www.auntbertha.com//institute-for-the-development-of-african-american-youth%252C-inc.-%2528idaay%2529--philadelphia-pa--food-drive-give-away/5641437706321920?postal=19113,['food pantry'],"['help pay for transit', 'transportation']","['anyone in need', 'all ages', 'individuals', 'families']",215-235-9110,https://idaay.org/events/pick-up-a-free-box-of-fresh-food-every-saturday-bi-weekly,"2305 North Broad Street, Philadelphia, PA 19132","https://www.google.com/maps/?q=2305+North+Broad+Street,+Philadelphia,+PA+19132/",['Must live in Philadelphia.'],available,"Institute for the Development of African-American Youth, Inc. (IDAAY) provides a Food Drive Give Away for individuals experiencing food insecurity who are living in Philadelphia, PAThis program provides:- Food to meet nutritional needsFood is distributed on a first come, first serve basis.",['English'],Free,TRUE,https://www.facebook.com/idaayinc,https://www.twitter.com/@idaayinc,"This program covers residents of the following cities: Philadelphia, PA.",39.9880215,-75.155124,19132.0,FALSE,Closed,Closed,Closed,Closed,Closed,7:00 AM - 9:00 AM  PST,Closed
Feeding Ministry,https://www.auntbertha.com//willow-grove-seventh-day-adventist-church--philadelphia-pa--feeding-ministry/5178565305827328?postal=19126,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",215-657-8364,https://willowgroveadventist.org/feeding/,"4355 Paul Street, Philadelphia, PA 19124","https://www.google.com/maps/?q=4355+Paul+Street,+Philadelphia,+PA+19124/",['Anyone can access this program.'],available,Willow Grove Seventh-day Adventist Church engages in outreach each month by feeding those less fortunate out of our sister church’s site. Services include:- Food to meet basic nutritional needs,['English'],Free,TRUE,,,"This program covers residents of the following counties: Montgomery County, PA and Philadelphia County, PA.",40.0116705,-75.0859812,19124.0,FALSE,9:00 AM - 2:00 PM  EST,9:00 AM - 2:00 PM  EST,9:00 AM - 2:00 PM  EST,Closed,Closed,Closed,Closed
⚠️ Manna Pantry,https://www.auntbertha.com//bethel-temple-community-bible-church--philadelphia-pa--manna-pantry/6321681709400064?postal=19126,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",,https://www.betheltemplechurch.net/mannapantry,"228 East Allegheny Avenue, Philadelphia, PA 19134","https://www.google.com/maps/?q=228+East+Allegheny+Avenue,+Philadelphia,+PA+19134/",['Anyone can access this program.'],available,Manna Pantry serves the community by providing food and resources for those in need. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs,['English'],Free,TRUE,https://www.facebook.com/betheltemplecbc/,,"This program covers residents of the following cities: Philadelphia, PA.",39.9978125,-75.126307,19134.0,FALSE,Closed,Closed,Closed,5:00 PM - 6:00 PM  EST,Closed,Closed,Closed
Grab and Go Meals,https://www.auntbertha.com//old-pine-community-center-%2528opcc%2529--philadelphia-pa--grab-and-go-meals/5481658659373056?postal=19126,"['emergency food', 'food pantry']",,"['anyone in need', 'all ages', 'individuals', 'families']",215-627-2493,https://oldpinecommunitycenter.org/programs-services/#food,"401 Lombard Street, Philadelphia, PA 19147","https://www.google.com/maps/?q=401+Lombard+Street,+Philadelphia,+PA+19147/",['Anyone can access this service.'],available,The Old Pine Community Center provides Grab and Go Meals to those who need them. They supply critical nutrition to hungry individuals.This program provides:- Meals to meet basic nutritional needs,['English'],Free,TRUE,https://www.facebook.com/OldPineCommunityCenter/,,"This program covers residents of the following cities: Philadelphia, PA.",39.9430393,-75.1495234,19147.0,FALSE,Closed,Closed,Closed,Closed,Closed,10:00 AM - 12:00 PM  EST,10:00 AM - 12:00 PM  EST
Food Ministry,https://www.auntbertha.com//faith-assembly-of-god--philadelphia-pa--food-ministry/5684138886299648?postal=19126,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",712-432-3900,https://www.faithphilly.org/,"1926 Margaret Street, Philadelphia, PA 19124","https://www.google.com/maps/?q=1926+Margaret+Street,+Philadelphia,+PA+19124/",['Anyone in need can access this program.'],available,The Faith Assembly Of God - Food Ministry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families.This program provides:- Food to meet basic nutritional needs,['English'],Free,TRUE,,,"This program covers residents of the following cities: Philadelphia, PA.",40.0129458,-75.0777688,19124.0,FALSE,Closed,10:00 AM - 12:00 PM  EST,Closed,10:00 AM - 12:00 PM  EST,Closed,Closed,11:00 AM - 1:00 PM
Food Pantry,https://www.auntbertha.com//philadelphia-episcopal-cathedral--philadelphia-pa--food-pantry/6313144792907776?postal=19126,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families', 'undocumented']",215-386-0234,http://www.philadelphiacathedral.org/service,"19 South 38th Street, Philadelphia, PA 19104","https://www.google.com/maps/?q=19+South+38th+Street,+Philadelphia,+PA+19104/",['Anyone can access this program.'],available,"The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. 

This program provides:

- Food to meet basic nutritional needs",['English'],Free,TRUE,https://www.facebook.com/philadelphiaepiscopalcathedral/,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9524775,-75.1989267,19104.0,FALSE,9:30 AM - 11:00 AM  EST,Closed,Closed,Closed,Closed,Closed,Closed
The Welcome Table,https://www.auntbertha.com//st.-james-school--philadelphia-pa--the-welcome-table/5056182833250304?postal=19126,"['food pantry', 'maintenance & repairs', 'health & safety', 'nutrition education', 'skills & training', 'computer class']","['financial assistance', 'financial education']","['teens', 'children', 'students', 'families', 'low-income']",215-226-1276,https://stjamesphila.org/welcome-table/,"3217 West Clearfield Street, Philadelphia, PA 19132","https://www.google.com/maps/?q=3217+West+Clearfield+Street,+Philadelphia,+PA+19132/",['Eligibility requirement: Prior participation (a minimum of at least 30 days involvement) in Welcome Table programming is required to apply for a loan.'],available,"The Welcome Table is a community resource center that provides essential items, for the thriving of an individual, family or community. 

We  program provides:

- Food
- Financial education
- Legal services
- Low/no interest microloans
- Low/no cost home repairs",['English'],Reduced Cost,TRUE,https://www.facebook.com/stjamesphila,,"This program covers residents of the following cities: Philadelphia, PA.",40.0042445,-75.1826501,19132.0,FALSE,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,9:00 AM - 1:00 PM,Closed
Vivian's Cupboard Food Bank,https://www.auntbertha.com//mazzoni-center--philadelphia-pa--vivian%2527s-cupboard-food-bank/5915050476830720?postal=19126,['food pantry'],,"['all ages', 'hiv/aids', 'individuals', 'families', 'dependents']",215-563-0652,https://www.mazzonicenter.org/hiv-prevention-care/hiv-care/vivian%E2%80%99s-cupboard-food-bank,"1348 Bainbridge Street, Philadelphia, PA 19147","https://www.google.com/maps/?q=1348+Bainbridge+Street,+Philadelphia,+PA+19147/","['Must meet income requirements.', 'This program serves HIV-positive individuals and their dependent members of their household.', 'Must be Ryan White certified.', 'Must have referral from HIV case manager or medical provider.', 'Must live in Philadelphia, Delaware, Chester or Bucks counties in PA.']",available,"The Mazzoni Center provides the Vivian’s Cupboard Food Bank for low-income, HIV-positive Philadelphians who are facing food insecurity. The food bank aims to help clients and patients maintain optimal health and improve the efficacy of treatment regimens by providing them with a consistent, nutritious supply of food. This program provides:- Nutritious food The food bank allows clients to select packaged food items in a pantry-style setting. Clients are provided with additional resources such as information on other local/neighborhood food cupboards and information on accessing SNAP (food stamps).Referred individuals may access the food bank two times per month and receive the equivalent of four meals for each member of their household at each visit. Due to the COVID-19 pandemic, the Mazzoni Center has suspended the requirement that individuals need to be referred by a case manager or medical provider and have opened the food bank up to anyone in the community struggling with food insecurity.",['English'],Free,TRUE,https://www.facebook.com/MazzoniCenter,https://www.twitter.com/@MazzoniCenter,"This program covers residents of the following cities: Philadelphia, PA.",39.9426271,-75.1650829,19147.0,FALSE,9:30 AM - 4:30 PM  EST,Closed,9:30 AM - 4:30 PM  EST,9:30 AM - 4:30 PM  EST,9:30 AM - 4:30 PM  EST,Closed,Closed
"Grocery, Clothing, and Book Give A Way",https://www.auntbertha.com//ujima-friends-peace-center--philadelphia-pa--grocery%252C-clothing%252C-and-book-give-a-way/5148792120410112?postal=19126,"['food pantry', 'clothing', 'books']",,"['anyone in need', 'all ages']",267-761-4944,http://www.ujimafriends.org/food-give-away-2022/,"1701 West Lehigh Avenue, Philadelphia, PA 19132","https://www.google.com/maps/?q=1701+West+Lehigh+Avenue,+Philadelphia,+PA+19132/",['Anyone can access this program.'],available,"Ujima Friends Peace Center hosts a give-away event twice a month to provide free groceries, clothing, and books to the community.This program provides:- Groceries- Clothing- BooksThe program is held on the second and last Saturdays of each month. Tables will be set up to distribute items in the Peace Center parking lot and on the sidewalk.",['English'],Free,TRUE,,,"This program covers residents of the following cities: Philadelphia, PA.",39.9948466,-75.1600627,19132.0,FALSE,Closed,Closed,Closed,Closed,Closed,12:00 PM - 2:00 PM  EST,Closed
Community Support Services,https://www.auntbertha.com//community-center-at-visitation--philadelphia-pa--community-support-services/5153333664808960?postal=19126,"['food pantry', 'clothing', 'checkup & test', 'recreation', 'navigating the system', 'more education', 'skills & training']",,"['all ages', 'immigrants']",215-426-9422,https://www.communitycenteratvis.org/services,"2646 Kensington Avenue, Philadelphia, PA 19125","https://www.google.com/maps/?q=2646+Kensington+Avenue,+Philadelphia,+PA+19125/",['This program helps people of any age.'],available,"The Community Center at Visitation is committed to providing a safe place for community outreach, continuous education, and recreation among the diverse cultural communities of Kensington and its surrounding neighborhoods. Serving as a 'Beacon of Hope', the Center embraces and celebrates this community with particular regard for nurturing the potential of its youth, senior, and immigrant populations.This program provides:- Adult Education Offerings- Food Pantry- Wellness Program- Community Clothing Closet- Athletics & Healthy Living- Thea Bowman Women's Service CenterPlease call the program for more information about program availability.","['English', 'Spanish']",Free,TRUE,,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9897526,-75.1261702,19125.0,FALSE,8:30 AM - 5:00 PM  EST,8:30 AM - 5:00 PM  EST,8:30 AM - 5:00 PM  EST,8:30 AM - 5:00 PM  EST,8:30 AM - 5:00 PM  EST,Closed,Closed
