Subject,Relationship,Object
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),phone_number_is,951-782-0040
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),website_is,http://www.ca-mentor.com/children-&-families/family-support-services
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),is_located_at,"6800 Indiana Avenue #260, Riverside, CA 92506"
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),url_is_located_at,"https://www.google.com/maps/?q=6800+Indiana+Avenue,+Riverside,+CA+92506/"
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),has_an_availability_status_of,available
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),description_is,"California MENTOR believes children belong in the family home whenever it is safe and possible. Through our Family Support Services, we help families of youth at risk with complex mental health, behavioral and other needs overcome the challenges they face together.  Our diverse, multilingual specialists support families from a wide range of backgrounds who may be facing:- Out-of-home placements or reunification- Trauma from substance abuse and domestic violence- Involvement with the juvenile justice system- Behavioral and mental health challengesFamily Support Services are provided by a specially trained Child and Family Team that develops a uniquely tailored Plan of Care (POC), based on the child’s strengths and needs and respecting family culture and preferences.  Our master’s-level therapists create personalized plans and work with family members who play an active role in helping children achieve unique goals that may include:- Working through any crisis in a positive way.- Identifying a family’s natural strengths and supports in the community that can help them continue moving forward.- Developing communication skills to strengthen family and community relationships.Depending on each family’s unique needs, Family Support Services may use Family Centered Treatment® (FCT), an evidence-based model of family preservation designed to help families who are at risk learn, grow and interact in a positive way.At Riverside Intensive Outpatient Mental health, we deliver care consistent with that received at our main facility. We recognize that a high percentage of our clients are better served close to their homes. To start, please visit our website to fill out our referral form or call us to initiate intake process.Serving Medi-Cal beneficiaries ages 0-21 and their families."
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),speaks,['English']
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),costs,Reduced Cost
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),has_Google_Reviews,False
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),covers,"This program covers residents of the following counties: Riverside County, CA."
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),zipcode_is,92506.0
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),24hours_status_is,False
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),has_a_Google_Rating_of,0
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),offers,Family Support
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),serves,"['young adults', 'teens', 'infants', 'children', 'families', 'with children', 'benefit recipients', 'all mental health'], ['For Medi-Cal beneficiaries ages 0-21 and their families.']"
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),socials_are,"https://www.facebook.com/CaliforniaMENTOR, https://www.twitter.com/https://twitter.com/MentorsWanted"
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),coordinates_are,"33.9428054, -117.3915285"
Family Support Services (California MENTOR - Riverside Intensive Outpatient Mental Health),is_open_from,"12:00PM - 8:00PM, 12:00PM - 8:00PM, 12:00PM - 8:00PM, 12:00PM - 8:00PM, 12:00PM - 8:00PM, Closed, Closed"
Set-4-School (Riverside University Health System - Behavioral Health),main_services_are,"['specialized therapy', 'counseling', 'family counseling']"
Set-4-School (Riverside University Health System - Behavioral Health),phone_number_is,951-358-6895
Set-4-School (Riverside University Health System - Behavioral Health),website_is,https://www.rcdmh.org/set4school
Set-4-School (Riverside University Health System - Behavioral Health),is_located_at,"3075 Myers Street, Riverside, CA 92503"
Set-4-School (Riverside University Health System - Behavioral Health),url_is_located_at,"https://www.google.com/maps/?q=3075+Myers+Street,+Riverside,+CA+92503/"
Set-4-School (Riverside University Health System - Behavioral Health),has_an_availability_status_of,available
Set-4-School (Riverside University Health System - Behavioral Health),description_is,"Riverside University Health System's Set-4-School program is a mental health initiative that provides a comprehensive continuum of early identification, early intervention, and treatment services designed to promote social competence and decrease the development of disruptive behavior disorders among children ages 0-5.This program provides:- Parent-child interaction therapy (PCIT)- Trauma focused cognitive behavioral therapy (TF-CBT)Contact the provider to complete an intake over the phone. Please note there may be a delay between completing an intake and getting connected to a clinicians. Services are provided on availability of clinicians."
Set-4-School (Riverside University Health System - Behavioral Health),speaks,['English']
Set-4-School (Riverside University Health System - Behavioral Health),costs,Free
Set-4-School (Riverside University Health System - Behavioral Health),has_Google_Reviews,False
Set-4-School (Riverside University Health System - Behavioral Health),covers,"This program covers residents of the following counties: Riverside County, CA."
Set-4-School (Riverside University Health System - Behavioral Health),zipcode_is,92503.0
Set-4-School (Riverside University Health System - Behavioral Health),24hours_status_is,False
Set-4-School (Riverside University Health System - Behavioral Health),has_a_Google_Rating_of,0
Set-4-School (Riverside University Health System - Behavioral Health),offers,Therapy
Set-4-School (Riverside University Health System - Behavioral Health),serves,"['school-aged children', 'toddlers', 'infants <1', 'individuals', 'families', 'with children', 'uninsured', 'underinsured', 'parents', 'trauma survivors'], ['This program serves infants, toddlers, and children aged 0-5.5 years old.', 'Must be a Riverside County resident.']"
Set-4-School (Riverside University Health System - Behavioral Health),coordinates_are,"33.9094537, -117.4410501"
Set-4-School (Riverside University Health System - Behavioral Health),is_open_from,"11:00AM - 7:30PM, 11:00AM - 7:30PM, 11:00AM - 7:30PM, 11:00AM - 7:30PM, 11:00AM - 7:30PM, Closed, Closed"
Veterans Crisis Line (Operation Red Wings Foundation),main_services_are,"['specialized therapy', 'mental health care', 'support network']"
Veterans Crisis Line (Operation Red Wings Foundation),phone_number_is,988
Veterans Crisis Line (Operation Red Wings Foundation),website_is,https://orwfoundation.org/
Veterans Crisis Line (Operation Red Wings Foundation),has_an_availability_status_of,available
Veterans Crisis Line (Operation Red Wings Foundation),description_is,"Operation Red Wings Foundation provides therapeutic Post-Traumatic Growth Program for Service Members (SM)/Vets from all military branches and service eras, along with their families, who are struggling with mild combat trauma, PTSD, mild traumatic brain injury, chronic pain issues and caregiver sStress.Our participants experience:- Accelerated Resolution Therapy- Trauma-Informed Yoga- Group Educational Classes- Alpha-Stim, and moreWe will use multiple therapeutic tools not typically offered by government programs to focus on relief from the symptoms of invisible wounds. At the end of your session, we will help you decide which tools work the best for you and we will help you make a plan for continued healing once you get home.  Our facilities are large, specially-designed houses in Crystal Beach, Texas and Fayetteville, North Carolina taking advantage of peaceful natural environments and designed to make you feel comfortable while encouraging comradery with the other participants.Operation Red Wings Foundation covers all expenses for each program with funds donated by generous sponsors, so there are no costs for those who attend and we will take care of your travel expenses. LSF Program Staff will coordinate with service members, veterans and unit commanders to make travel arrangements. For those who live nearby and drive to the facility, we offer mileage reimbursement.Visit our website to sumbit your online application. Upon receipt, you will be asked to supply a copy of your DD214 and a signed referral form from a healthcare provider stating that this program is appropriate for you at this point in your recovery process. You will then be contacted by our Behavioral Health Coordinator to discuss more details and to schedule your program."
Veterans Crisis Line (Operation Red Wings Foundation),speaks,['English']
Veterans Crisis Line (Operation Red Wings Foundation),costs,Free
Veterans Crisis Line (Operation Red Wings Foundation),has_Google_Reviews,False
Veterans Crisis Line (Operation Red Wings Foundation),covers,"This program covers residents of the following states: AL, AK, AZ, AR, CA, CO, CT, DE, DC, FL, GA, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NV, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI and WY."
Veterans Crisis Line (Operation Red Wings Foundation),24hours_status_is,False
Veterans Crisis Line (Operation Red Wings Foundation),has_a_Google_Rating_of,0
Veterans Crisis Line (Operation Red Wings Foundation),offers,Hotline
Veterans Crisis Line (Operation Red Wings Foundation),serves,"['adults 18+', 'active duty', 'national guard', 'veterans', 'families', 'with children', 'caregivers', 'spouses', 'brain injury', 'ptsd'], ['Our Post-traumatic Growth program is for active-duty service members and veterans who have deployed to a combat zone.', 'A DD214 or other Proof of Service is needed', 'The veteran will be required to provide a signed form from a healthcare provider that states that the LSF Program is appropriate for them.', 'Applicants must be willing and able to interact in a group environment and to have a roommate.', 'Applicants must be able to administer their own medication if applicable.', 'Any applicants who have experienced substance misuse or abuse must have at least six months of recovery prior to attending the program.']"
Veterans Crisis Line (Operation Red Wings Foundation),socials_are,"https://www.facebook.com/lonesurvivorfoundation/, https://www.twitter.com/https://twitter.com/LS_Foundation"
Veterans Crisis Line (Operation Red Wings Foundation),is_open_from,"8:00AM - 5:00PM, 8:00AM - 5:00PM, 8:00AM - 5:00PM, 8:00AM - 5:00PM, 8:00AM - 5:00PM, Closed, Closed"
Her Journey (Abuse Recovery Ministry & Services),main_services_are,"['understand mental health', 'navigating the system', 'support network', 'spiritual support', 'virtual support', 'more education']"
Her Journey (Abuse Recovery Ministry & Services),phone_number_is,503-846-9284
Her Journey (Abuse Recovery Ministry & Services),website_is,https://abuserecovery.org/her-journey/
Her Journey (Abuse Recovery Ministry & Services),has_an_availability_status_of,available
Her Journey (Abuse Recovery Ministry & Services),description_is,"Her Journey is a 15-week, faith-based class designed to meet weekly and assist women in healing from current or past abusive or controlling relationships. Lessons include topics such as:- Understanding abuse- Boundaries- Depression- Believing in your True Value- Submission vs Depression- Learning to Dream Again- Many more!Classes are free to attendees (paid for by donations) and you may begin at anytime and continue as often as needed.This program is open to women ages 14 and up, and participants can join at any time. Her Journey is available virtually nationwide, and in-person at select locations. Visit the website for more information and to see if there is an in-person location near you."
Her Journey (Abuse Recovery Ministry & Services),speaks,"['English', 'Russian', 'Spanish']"
Her Journey (Abuse Recovery Ministry & Services),costs,Free
Her Journey (Abuse Recovery Ministry & Services),has_Google_Reviews,True
Her Journey (Abuse Recovery Ministry & Services),covers,This program covers residents of All US states and territories.
Her Journey (Abuse Recovery Ministry & Services),24hours_status_is,False
Her Journey (Abuse Recovery Ministry & Services),has_a_Google_Rating_of,0
Her Journey (Abuse Recovery Ministry & Services),offers,Class
Her Journey (Abuse Recovery Ministry & Services),serves,"['adults', 'young adults', 'teens', 'seniors', 'female', 'individuals', 'domestic violence survivors'], ['This program helps people who are older than 13 years old.']"
Her Journey (Abuse Recovery Ministry & Services),socials_are,https://www.facebook.com/AbuseRecovery/
Her Journey (Abuse Recovery Ministry & Services),is_open_from,"11:00AM - 8:00PM, 11:00AM - 8:00PM, 11:00AM - 8:00PM, 11:00AM - 8:00PM, 11:00AM - 8:00PM, Closed, Closed"
Counseling Center (California Baptist University),main_services_are,"['counseling', 'mental health care', 'family counseling', 'individual counseling', 'navigating the system']"
Counseling Center (California Baptist University),other_services_are,['spiritual support']
Counseling Center (California Baptist University),phone_number_is,951-343-5050
Counseling Center (California Baptist University),website_is,https://calbaptist.edu/counseling-center/
Counseling Center (California Baptist University),is_located_at,"3626 Monroe Street, Riverside, CA 92504"
Counseling Center (California Baptist University),url_is_located_at,"https://www.google.com/maps/?q=3626+Monroe+Street,+Riverside,+CA+92504/"
Counseling Center (California Baptist University),has_an_availability_status_of,available
Counseling Center (California Baptist University),description_is,"The California Baptist University Counseling Center provides Christ-centered, biblically based, psychologically sound therapy to allow CBU students to be free to live their purpose and have a godly impact in the world.This program provides:- Mental health check-ups- Short-term individual, couples or family therapy- Helpful resources"
Counseling Center (California Baptist University),speaks,['English']
Counseling Center (California Baptist University),costs,Free
Counseling Center (California Baptist University),has_Google_Reviews,False
Counseling Center (California Baptist University),covers,"This program covers residents of the following counties: Riverside County, CA."
Counseling Center (California Baptist University),zipcode_is,92504.0
Counseling Center (California Baptist University),24hours_status_is,False
Counseling Center (California Baptist University),has_a_Google_Rating_of,0
Counseling Center (California Baptist University),offers,Counseling
Counseling Center (California Baptist University),serves,"['adults 18+', 'students', 'individuals', 'families', 'all mental health'], ['Must be a student at California Baptist University.']"
Counseling Center (California Baptist University),socials_are,"https://www.facebook.com/CalBaptist, https://www.twitter.com/@calbaptist"
Counseling Center (California Baptist University),coordinates_are,"33.9256241, -117.4298967"
Counseling Center (California Baptist University),is_open_from,"11:00AM - 8:00PM, 11:00AM - 8:00PM, 11:00AM - 8:00PM, 11:00AM - 8:00PM, 11:00AM - 8:00PM, Closed, Closed"
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),main_services_are,"['temporary shelter', 'counseling', 'mental health care', 'case management', 'one-on-one support']"
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),other_services_are,"['meals', 'parenting education', 'personal hygiene', 'tutoring']"
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),phone_number_is,760-949-4357
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),website_is,https://familyassist.org/programs/our-house-my-place/
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),has_an_availability_status_of,available
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),description_is,"The Family Assistance Program's Our House Youth Shelter provides shelter services for youth ages 11-17. Our House strives to create a warm and inviting home environment to provide a safe space for homeless youth in need.This program provides: - Temporary Shelter- Food- Showers- Parent educationIntake procedures begin with a phone call. All situations are evaluated on an individual basis. In the unique circumstance that Our House is not the best program to accommodate the youth, an appropriate referral will be given.Collaboration between the family counselor, the shelter manager, and the youth and family will determine the length of time needed to find the best resolution for the all involved."
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),speaks,"['English', 'Spanish']"
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),costs,Free
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),has_Google_Reviews,False
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),covers,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA."
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),24hours_status_is,True
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),has_a_Google_Rating_of,0
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),offers,Hotline
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),serves,"['teens', 'children', 'families', 'with children', 'homeless', 'near homeless', 'runaways', 'domestic violence survivors', 'in crisis'], ['This program helps people who are 11 to 17 years old.', 'Must be willing to participate in the program.']"
Our House Youth Shelter Domestic Violence Hotline (Family Assistance Program),socials_are,https://www.facebook.com/FAPYouthShelters
23V Recon (23rd Veteran),main_services_are,"['exercise & fitness', 'mental health care', 'anger management', 'counseling', 'group therapy', 'recreation', 'support network', 'peer support']"
23V Recon (23rd Veteran),phone_number_is,218-460-2323
23V Recon (23rd Veteran),website_is,https://23rdveteran.org/23v-reconditioning/
23V Recon (23rd Veteran),has_an_availability_status_of,available
23V Recon (23rd Veteran),description_is,"23V Recon is a unique program works to recondition our veterans to live happy, successful lives. 23V Recon starts with a week-long journey to Outward Bound. Veterans from a local area begin with a flight to a distant state where we spend 6+ days backpacking, rock climbing, canoeing, or sailing. This program provides:- Trauma focused mental health care- Outdoor physical activityThe 14-week Reconditioning Program includes: - Week-long adventure with Outward Bound - 3x week crossfit and positive psychology - Simple daily homework - Fireteam accountability - Local community experiences Please check the website for upcoming events."
23V Recon (23rd Veteran),speaks,['English']
23V Recon (23rd Veteran),costs,Free
23V Recon (23rd Veteran),has_Google_Reviews,False
23V Recon (23rd Veteran),covers,This program covers residents of the following states: CA and MN.
23V Recon (23rd Veteran),24hours_status_is,False
23V Recon (23rd Veteran),has_a_Google_Rating_of,0
23V Recon (23rd Veteran),offers,Program
23V Recon (23rd Veteran),serves,"['adults 18+', 'veterans', 'trauma survivors'], ['Must be serving in the military or be a veteran.']"
23V Recon (23rd Veteran),socials_are,https://www.facebook.com/23rdveteran/
23V Recon (23rd Veteran),is_open_from,"9:00AM - 5:00PM, 9:00AM - 5:00PM, 9:00AM - 5:00PM, 9:00AM - 5:00PM, 9:00AM - 5:00PM, Closed, Closed"
1st Way Life Center Hotline (National Life Center Inc.),main_services_are,"['counseling', 'navigating the system', 'help hotlines']"
1st Way Life Center Hotline (National Life Center Inc.),other_services_are,"['help pay for healthcare', 'baby supplies', 'baby clothes', 'pregnancy tests', 'adoption counseling']"
1st Way Life Center Hotline (National Life Center Inc.),phone_number_is,800-848-5683
1st Way Life Center Hotline (National Life Center Inc.),website_is,https://1stwaylifecenter.com/
1st Way Life Center Hotline (National Life Center Inc.),has_an_availability_status_of,available
1st Way Life Center Hotline (National Life Center Inc.),description_is,1st Way Life Center Hotline directs you to the programs and people that can work with you and help you find the resources you need in your community. Our hotline operators are specially trained to listen and provide compassionate counseling.This program provides:- 24/7 Hotline- Compassionate counseling- Connection to resources you need in your community The National Life Center is a pro-life organization.
1st Way Life Center Hotline (National Life Center Inc.),speaks,['English']
1st Way Life Center Hotline (National Life Center Inc.),costs,Free
1st Way Life Center Hotline (National Life Center Inc.),has_Google_Reviews,False
1st Way Life Center Hotline (National Life Center Inc.),covers,This program covers residents of All 50 states.
1st Way Life Center Hotline (National Life Center Inc.),24hours_status_is,True
1st Way Life Center Hotline (National Life Center Inc.),has_a_Google_Rating_of,0
1st Way Life Center Hotline (National Life Center Inc.),offers,Hotline
1st Way Life Center Hotline (National Life Center Inc.),serves,"['adults', 'young adults', 'teens', 'female', 'pregnant'], []"
1st Way Life Center Hotline (National Life Center Inc.),socials_are,"https://www.facebook.com/1stwaywoodbury, https://www.twitter.com/@1stwaylife"
Family Urgent Response System (Seneca Family of Agencies),main_services_are,"['counseling', 'support network', 'virtual support']"
Family Urgent Response System (Seneca Family of Agencies),other_services_are,['mental health care']
Family Urgent Response System (Seneca Family of Agencies),phone_number_is,833-939-3877
Family Urgent Response System (Seneca Family of Agencies),website_is,https://senecafoa.org/family-urgent-response-system-furs/
Family Urgent Response System (Seneca Family of Agencies),has_an_availability_status_of,available
Family Urgent Response System (Seneca Family of Agencies),description_is,"The FURS program provides crisis stabilization and support to at-risk youth and their families during situations of instability. Callers to the FURS statewide, 24-hour hotline are assessed and offered phone counseling and intervention to establish safety and stabilization, while trained counselors provide support in deescalating and addressing the caller’s situation, resolving conflicts, and assessing risk and safety.This program provides:- Crisis services"
Family Urgent Response System (Seneca Family of Agencies),speaks,['English']
Family Urgent Response System (Seneca Family of Agencies),costs,Free
Family Urgent Response System (Seneca Family of Agencies),has_Google_Reviews,False
Family Urgent Response System (Seneca Family of Agencies),covers,This program covers residents of the following states: CA.
Family Urgent Response System (Seneca Family of Agencies),24hours_status_is,True
Family Urgent Response System (Seneca Family of Agencies),has_a_Google_Rating_of,0
Family Urgent Response System (Seneca Family of Agencies),offers,Hotline
Family Urgent Response System (Seneca Family of Agencies),serves,"['teens', 'school-aged children', 'criminal justice history', 'families', 'with children', 'caregivers', 'all mental health'], ['This program helps people who are younger than 21 years old']"
Family Urgent Response System (Seneca Family of Agencies),socials_are,https://www.facebook.com/SenecaFOA/
Virtual Sacred Circles (E-Motion Inc.),main_services_are,"['bereavement', 'virtual support']"
Virtual Sacred Circles (E-Motion Inc.),website_is,https://www.emotion-mc.org/sacred-circles
Virtual Sacred Circles (E-Motion Inc.),has_an_availability_status_of,available
