Subject,Relationship,Object
Food Bank (Lake Hills Christian Center),serves,"['anyone in need', 'all ages', 'individuals', 'families'], ['Anyone can access these services.']"
Food Bank (Lake Hills Christian Center),socials_are,https://www.facebook.com/aglhcc
Food Bank (Lake Hills Christian Center),coordinates_are,"33.8833116, -117.4961035"
Food Bank (Lake Hills Christian Center),is_open_from,"Closed, Closed, Closed, Closed, 2:00 PM - 4:00 PM, Closed, Closed"
Blessing Bag of Food (Trinity Lutheran Church),main_services_are,['food pantry']
Blessing Bag of Food (Trinity Lutheran Church),phone_number_is,951-682-1350
Blessing Bag of Food (Trinity Lutheran Church),website_is,http://trinityriverside.org/outreach/
Blessing Bag of Food (Trinity Lutheran Church),is_located_at,"5969 Brockton Avenue, Riverside, CA 92506"
Blessing Bag of Food (Trinity Lutheran Church),url_is_located_at,"https://www.google.com/maps/?q=5969+Brockton+Avenue,+Riverside,+CA+92506/"
Blessing Bag of Food (Trinity Lutheran Church),has_an_availability_status_of,available
Blessing Bag of Food (Trinity Lutheran Church),description_is,Ziploc bags containing food and water are available at the church to be picked up and shared with homeless people in the community.This program provides:- Food bags
Blessing Bag of Food (Trinity Lutheran Church),speaks,['English']
Blessing Bag of Food (Trinity Lutheran Church),costs,Free
Blessing Bag of Food (Trinity Lutheran Church),has_Google_Reviews,False
Blessing Bag of Food (Trinity Lutheran Church),covers,"This program covers residents of the following cities: Riverside, CA."
Blessing Bag of Food (Trinity Lutheran Church),zipcode_is,92506.0
Blessing Bag of Food (Trinity Lutheran Church),24hours_status_is,False
Blessing Bag of Food (Trinity Lutheran Church),has_a_Google_Rating_of,0
Blessing Bag of Food (Trinity Lutheran Church),offers,Food
Blessing Bag of Food (Trinity Lutheran Church),serves,"['all ages', 'individuals', 'homeless'], ['This program serves homeless individuals.']"
Blessing Bag of Food (Trinity Lutheran Church),socials_are,https://www.facebook.com/groups/355549243530
Blessing Bag of Food (Trinity Lutheran Church),coordinates_are,"33.961587, -117.3969952"
Blessing Bag of Food (Trinity Lutheran Church),is_open_from,"12:00PM - 4:00PM, 12:00PM - 4:00PM, 12:00PM - 4:00PM, 12:00PM - 4:00PM, 12:00PM - 4:00PM, Closed, Closed"
Grocery and Clothing Assistance (Arlington Temporary Assistance),main_services_are,"['food pantry', 'clothing', 'navigating the system']"
Grocery and Clothing Assistance (Arlington Temporary Assistance),phone_number_is,951-689-5620
Grocery and Clothing Assistance (Arlington Temporary Assistance),website_is,http://www.atariverside.org/
Grocery and Clothing Assistance (Arlington Temporary Assistance),is_located_at,"10459 Arlington Avenue, Riverside, CA 92505"
Grocery and Clothing Assistance (Arlington Temporary Assistance),url_is_located_at,"https://www.google.com/maps/?q=10459+Arlington+Avenue,+Riverside,+CA+92505/"
Grocery and Clothing Assistance (Arlington Temporary Assistance),has_an_availability_status_of,available
Grocery and Clothing Assistance (Arlington Temporary Assistance),description_is,"Arlington Temporary Assistance provides grocery and clothing assistance for individuals and families living in Riverside, CA.This program provides:- Food to meet nutritional needs- Clothing- Referrals to additional self-sufficiency servicesThese services are provided to members of the community free of charge. Contact the provider to learn more."
Grocery and Clothing Assistance (Arlington Temporary Assistance),speaks,"['English', 'Spanish']"
Grocery and Clothing Assistance (Arlington Temporary Assistance),costs,Free
Grocery and Clothing Assistance (Arlington Temporary Assistance),has_Google_Reviews,True
Grocery and Clothing Assistance (Arlington Temporary Assistance),covers,"This program covers residents of the following cities: Riverside, CA."
Grocery and Clothing Assistance (Arlington Temporary Assistance),zipcode_is,92505.0
Grocery and Clothing Assistance (Arlington Temporary Assistance),24hours_status_is,False
Grocery and Clothing Assistance (Arlington Temporary Assistance),has_a_Google_Rating_of,4.3
Grocery and Clothing Assistance (Arlington Temporary Assistance),offers,"Food, Clothes"
Grocery and Clothing Assistance (Arlington Temporary Assistance),serves,"['anyone in need', 'all ages'], ['Anyone can access this program.']"
Grocery and Clothing Assistance (Arlington Temporary Assistance),socials_are,https://www.facebook.com/ArlingtonTemporaryAssistance/
Grocery and Clothing Assistance (Arlington Temporary Assistance),coordinates_are,"33.947038, -117.4824468"
Grocery and Clothing Assistance (Arlington Temporary Assistance),is_open_from,"1:00PM - 6:00PM, 1:00PM - 4:00PM, 1:00PM - 6:00PM, 1:00PM - 4:00PM, Closed, Closed, Closed"
Food Pantry (Queen of Angels),main_services_are,['food pantry']
Food Pantry (Queen of Angels),phone_number_is,714-492-9451
Food Pantry (Queen of Angels),website_is,https://queenofangelsriverside.com/food-pantry
Food Pantry (Queen of Angels),is_located_at,"4824 Jones Avenue, Riverside, CA 92505"
Food Pantry (Queen of Angels),url_is_located_at,"https://www.google.com/maps/?q=4824+Jones+Avenue,+Riverside,+CA+92505/"
Food Pantry (Queen of Angels),has_an_availability_status_of,available
Food Pantry (Queen of Angels),description_is,Queen of Angels offers a food pantry that is open to anyone in need. This program supports individuals and families with placing food on the table so they don't go without a meal.This program provides:- Food to meet basic nutritional needs
Food Pantry (Queen of Angels),speaks,"['English', 'Spanish']"
Food Pantry (Queen of Angels),costs,Free
Food Pantry (Queen of Angels),has_Google_Reviews,True
Food Pantry (Queen of Angels),covers,"This program covers residents of the following cities: Riverside, CA."
Food Pantry (Queen of Angels),zipcode_is,92505.0
Food Pantry (Queen of Angels),24hours_status_is,False
Food Pantry (Queen of Angels),has_a_Google_Rating_of,4.6
Food Pantry (Queen of Angels),offers,Food
Food Pantry (Queen of Angels),serves,"['anyone in need', 'all ages', 'individuals', 'families', 'limited english'], ['Anyone can access this program.']"
Food Pantry (Queen of Angels),coordinates_are,"33.9252347, -117.478212"
Food Pantry (Queen of Angels),is_open_from,"Closed, Closed, Closed, 12:00PM - 1:00PM  PST, Closed, Closed, Closed"
Emergency Food Assistance Program (Bright Path Center),main_services_are,"['food pantry', 'meals']"
Emergency Food Assistance Program (Bright Path Center),phone_number_is,951-682-0088
Emergency Food Assistance Program (Bright Path Center),website_is,https://brightpathcenter.org/emergency-food-service/
Emergency Food Assistance Program (Bright Path Center),is_located_at,"4505 Allstate Drive, Riverside, CA 92501"
Emergency Food Assistance Program (Bright Path Center),url_is_located_at,"https://www.google.com/maps/?q=4505+Allstate+Drive,+Riverside,+CA+92501/"
Emergency Food Assistance Program (Bright Path Center),has_an_availability_status_of,available
Emergency Food Assistance Program (Bright Path Center),description_is,Bright Path Center's Emergency Food Assistance Program serves as a beacon of hope for those grappling with the risk of hunger and food insecurity.  This program provides:- Food pantry - Meals Those in need may contact Bright Path Center to schedule an appointment to pick up food. Those who do not have transportation may qualify for delivery service depending on location. Contact the provider for more information.
Emergency Food Assistance Program (Bright Path Center),speaks,['English']
Emergency Food Assistance Program (Bright Path Center),costs,Free
Emergency Food Assistance Program (Bright Path Center),has_Google_Reviews,False
Emergency Food Assistance Program (Bright Path Center),covers,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA."
Emergency Food Assistance Program (Bright Path Center),zipcode_is,92501.0
Emergency Food Assistance Program (Bright Path Center),24hours_status_is,False
Emergency Food Assistance Program (Bright Path Center),has_a_Google_Rating_of,0
Emergency Food Assistance Program (Bright Path Center),offers,Food
Emergency Food Assistance Program (Bright Path Center),serves,"['anyone in need', 'all ages', 'unemployed', 'individuals', 'families', 'homeless', 'near homeless', 'low-income'], ['This program serves anyone in need.']"
Emergency Food Assistance Program (Bright Path Center),socials_are,https://www.facebook.com/brightPathNPO?mibextid=LQQJ4d
Emergency Food Assistance Program (Bright Path Center),coordinates_are,"34.0035875, -117.3754911"
Emergency Food Assistance Program (Bright Path Center),is_open_from,"12:00PM - 8:00PM, 12:00PM - 8:00PM, 12:00PM - 8:00PM, 12:00PM - 8:00PM, 12:00PM - 8:00PM, Closed, 5:00PM - 8:00PM"
Food Pantry (Community Settlement Association),main_services_are,['food pantry']
Food Pantry (Community Settlement Association),phone_number_is,951-686-6266
Food Pantry (Community Settlement Association),website_is,https://csariverside.org/food-pantry-program/
Food Pantry (Community Settlement Association),is_located_at,"4366 Bermuda Avenue, Riverside, CA 92507"
Food Pantry (Community Settlement Association),url_is_located_at,"https://www.google.com/maps/?q=4366+Bermuda+Avenue,+Riverside,+CA+92507/"
Food Pantry (Community Settlement Association),has_an_availability_status_of,available
Food Pantry (Community Settlement Association),description_is,"CSA is continuing to provide services to the community through the food pantry program during the COVID-19 crisis. CSA remains committed to the families, seniors and individuals being assisted every week throughout the year and those affected by the COVID-19 situation. This program provides: - Food to meet basic nutritional needsNo pre-registration is required."
Food Pantry (Community Settlement Association),speaks,['English']
Food Pantry (Community Settlement Association),costs,Free
Food Pantry (Community Settlement Association),has_Google_Reviews,True
Food Pantry (Community Settlement Association),covers,"This program covers residents of the following cities: Riverside, CA."
Food Pantry (Community Settlement Association),zipcode_is,92507.0
Food Pantry (Community Settlement Association),24hours_status_is,False
Food Pantry (Community Settlement Association),has_a_Google_Rating_of,4.2
Food Pantry (Community Settlement Association),offers,Food
Food Pantry (Community Settlement Association),serves,"['anyone in need', 'all ages', 'individuals', 'families'], ['Anyone can access this program.']"
Food Pantry (Community Settlement Association),socials_are,https://www.facebook.com/csa1911
Food Pantry (Community Settlement Association),coordinates_are,"33.9708788, -117.3625198"
Food Pantry (Community Settlement Association),is_open_from,"2:00PM - 3:00PM, Closed, 2:00PM - 3:00PM, Closed, Closed, Closed, Closed"
Support Services - Homeless Outreach (Bright Path Center),main_services_are,"['food pantry', 'help find housing', 'clothing', 'personal hygiene', 'navigating the system']"
Support Services - Homeless Outreach (Bright Path Center),phone_number_is,951-682-0088
Support Services - Homeless Outreach (Bright Path Center),website_is,https://brightpathcenter.org/homeless-outreach/
Support Services - Homeless Outreach (Bright Path Center),is_located_at,"4505 Allstate Drive, Riverside, CA 92501"
Support Services - Homeless Outreach (Bright Path Center),url_is_located_at,"https://www.google.com/maps/?q=4505+Allstate+Drive,+Riverside,+CA+92501/"
Support Services - Homeless Outreach (Bright Path Center),has_an_availability_status_of,available
Support Services - Homeless Outreach (Bright Path Center),description_is,"Bright Path Center provides support services to anyone in need within the Inland Empire who need basic necessities like food, clothing, and housing. This program provides:- Food pantry- Clothing - Personal hygiene items- Referrals- Help find housing"
Support Services - Homeless Outreach (Bright Path Center),speaks,['English']
Support Services - Homeless Outreach (Bright Path Center),costs,Free
Support Services - Homeless Outreach (Bright Path Center),has_Google_Reviews,False
Support Services - Homeless Outreach (Bright Path Center),covers,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA."
Support Services - Homeless Outreach (Bright Path Center),zipcode_is,92501.0
Support Services - Homeless Outreach (Bright Path Center),24hours_status_is,False
Support Services - Homeless Outreach (Bright Path Center),has_a_Google_Rating_of,0
Support Services - Homeless Outreach (Bright Path Center),offers,Food
Support Services - Homeless Outreach (Bright Path Center),serves,"['anyone in need', 'all ages', 'unemployed', 'individuals', 'families', 'homeless', 'near homeless', 'low-income'], ['This program serves anyone in need.']"
Support Services - Homeless Outreach (Bright Path Center),socials_are,https://www.facebook.com/brightPathNPO?mibextid=LQQJ4d
Support Services - Homeless Outreach (Bright Path Center),coordinates_are,"34.0035875, -117.3754911"
Support Services - Homeless Outreach (Bright Path Center),is_open_from,"12:00PM - 8:00PM, 12:00PM - 8:00PM, 12:00PM - 8:00PM, 12:00PM - 8:00PM, 12:00PM - 8:00PM, Closed, 5:00PM - 8:00PM"
Food Pantry (Riverside Spanish SDA Church),main_services_are,['food pantry']
Food Pantry (Riverside Spanish SDA Church),website_is,https://riversidespanishca.adventistchurch.org/
Food Pantry (Riverside Spanish SDA Church),is_located_at,"3625 Ottawa Avenue, Riverside, CA 92507"
Food Pantry (Riverside Spanish SDA Church),url_is_located_at,"https://www.google.com/maps/?q=3625+Ottawa+Avenue,+Riverside,+CA+92507/"
Food Pantry (Riverside Spanish SDA Church),has_an_availability_status_of,available
Food Pantry (Riverside Spanish SDA Church),description_is,Iglesia Adventista de Riverside offers quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families.This program provides:- Food to meet nutritional needsFood is distributed on the 3rd Friday of each month. Feel free to call for more information.
Food Pantry (Riverside Spanish SDA Church),speaks,"['English', 'Spanish']"
Food Pantry (Riverside Spanish SDA Church),costs,Free
Food Pantry (Riverside Spanish SDA Church),has_Google_Reviews,True
Food Pantry (Riverside Spanish SDA Church),covers,"This program covers residents of the following cities: Riverside, CA."
Food Pantry (Riverside Spanish SDA Church),zipcode_is,92507.0
Food Pantry (Riverside Spanish SDA Church),24hours_status_is,False
Food Pantry (Riverside Spanish SDA Church),has_a_Google_Rating_of,4.4
Food Pantry (Riverside Spanish SDA Church),offers,Food
Food Pantry (Riverside Spanish SDA Church),serves,"['anyone in need', 'all ages', 'individuals', 'families', 'limited english'], ['Anyone can access this program.']"
Food Pantry (Riverside Spanish SDA Church),socials_are,https://www.facebook.com/iglesiaottawa
Food Pantry (Riverside Spanish SDA Church),coordinates_are,"33.9772907, -117.3532468"
Food Pantry (Riverside Spanish SDA Church),is_open_from,"Closed, Closed, Closed, Closed, 12:00PM - 2:00PM, Closed, Closed"
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),main_services_are,['food pantry']
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),phone_number_is,800-242-6908
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),website_is,https://www.mtrubidouxsda.org/events/community-food-pantry
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),is_located_at,"5320 Victoria Avenue, Riverside, CA 92506"
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),url_is_located_at,"https://www.google.com/maps/?q=5320+Victoria+Avenue,+Riverside,+CA+92506/"
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),has_an_availability_status_of,available
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),description_is,"Mt. Rubidoux Seventh-Day Adventist offers a community food pantry which provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsThe food pantry serves on a first-come, first-served basis."
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),speaks,['English']
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),costs,Free
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),has_Google_Reviews,False
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),covers,"This program covers residents of the following cities: Riverside, CA."
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),zipcode_is,92506.0
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),24hours_status_is,False
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),has_a_Google_Rating_of,0
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),offers,Food
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),serves,"['anyone in need', 'all ages', 'individuals', 'families'], ['Anyone can access these services.']"
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),socials_are,https://www.facebook.com/mtrubidoux
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),coordinates_are,"33.9550431, -117.3692677"
Community Food Pantry (MT. Rubidoux Seventh-Day Adventist Church),is_open_from,"Closed, 1:00PM - 3:00PM, Closed, Closed, Closed, Closed, Closed"
Food Share (All Saint's Episcopal Church),main_services_are,['food pantry']
Food Share (All Saint's Episcopal Church),phone_number_is,951-683-8466
Food Share (All Saint's Episcopal Church),website_is,https://www.allsaintsriverside.org/ministries/
Food Share (All Saint's Episcopal Church),is_located_at,"3847 Terracina Drive, Riverside, CA 92506"
Food Share (All Saint's Episcopal Church),url_is_located_at,"https://www.google.com/maps/?q=3847+Terracina+Drive,+Riverside,+CA+92506/"
Food Share (All Saint's Episcopal Church),has_an_availability_status_of,available
Food Share (All Saint's Episcopal Church),description_is,All Saints' Food Share provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsFood is distributed in the church parking lot on Thursdays at 10am.
Food Share (All Saint's Episcopal Church),speaks,['English']
Food Share (All Saint's Episcopal Church),costs,Free
Food Share (All Saint's Episcopal Church),has_Google_Reviews,True
Food Share (All Saint's Episcopal Church),covers,"This program covers residents of the following cities: Riverside, CA."
Food Share (All Saint's Episcopal Church),zipcode_is,92506.0
Food Share (All Saint's Episcopal Church),24hours_status_is,False
Food Share (All Saint's Episcopal Church),has_a_Google_Rating_of,4.8
Food Share (All Saint's Episcopal Church),offers,Food
Food Share (All Saint's Episcopal Church),serves,"['anyone in need', 'all ages', 'individuals', 'families'], ['Anyone can access this program.']"
Food Share (All Saint's Episcopal Church),socials_are,https://www.facebook.com/riversideallsaints/
Food Share (All Saint's Episcopal Church),coordinates_are,"33.972863, -117.38446"
Food Share (All Saint's Episcopal Church),is_open_from,"Closed, Closed, Closed, 1:00PM - 2:00PM, Closed, Closed, Closed"
Food For Life (Starting Over Inc.),main_services_are,['food pantry']
Food For Life (Starting Over Inc.),phone_number_is,951-898-0862
Food For Life (Starting Over Inc.),website_is,https://www.startingoverinc.org/food-for-life
Food For Life (Starting Over Inc.),is_located_at,"6355 Riverside Avenue, Riverside, CA 92506"
Food For Life (Starting Over Inc.),url_is_located_at,"https://www.google.com/maps/?q=6355+Riverside+Avenue,+Riverside,+CA+92506/"
Food For Life (Starting Over Inc.),has_an_availability_status_of,available
Food For Life (Starting Over Inc.),description_is,"Food For Life provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families.This program provides:- Food to meet basic nutritional needsFresh groceries are available bimonthly, on every second and fourth Saturday of the month from 8:00 a.m. to 12:00 p.m. Bags are provided."
Food For Life (Starting Over Inc.),speaks,"['English', 'Spanish']"
Food For Life (Starting Over Inc.),costs,Free
Food For Life (Starting Over Inc.),has_Google_Reviews,True
Food For Life (Starting Over Inc.),covers,"This program covers residents of the following cities: Riverside, CA."
Food For Life (Starting Over Inc.),zipcode_is,92506.0
Food For Life (Starting Over Inc.),24hours_status_is,False
Food For Life (Starting Over Inc.),has_a_Google_Rating_of,5
Food For Life (Starting Over Inc.),offers,Food
Food For Life (Starting Over Inc.),serves,"['anyone in need', 'all ages', 'individuals', 'families', 'limited english'], ['Anyone in need can access this program.']"
Food For Life (Starting Over Inc.),socials_are,"https://www.facebook.com/startingoverinc, https://www.twitter.com/@SOI__CA"
Food For Life (Starting Over Inc.),coordinates_are,"33.9520578, -117.3885994"
Food For Life (Starting Over Inc.),is_open_from,"Closed, Closed, Closed, Closed, Closed, 11:00AM - 3:00PM, Closed"
Food Pantry (Lutheran Social Services Southern California),main_services_are,['food pantry']
Food Pantry (Lutheran Social Services Southern California),phone_number_is,951-689-8447
Food Pantry (Lutheran Social Services Southern California),website_is,https://www.lsssc.org/what-we-do/emergency-services/
Food Pantry (Lutheran Social Services Southern California),is_located_at,"6857 Indiana Avenue, Riverside, CA 92506"
Food Pantry (Lutheran Social Services Southern California),url_is_located_at,"https://www.google.com/maps/?q=6857+Indiana+Avenue,+Riverside,+CA+92506/"
Food Pantry (Lutheran Social Services Southern California),has_an_availability_status_of,available
Food Pantry (Lutheran Social Services Southern California),description_is,"LSSSC's food pantries provide fresh and non-perishable food in cans/cartons, refrigerated meats, vegetables & dairy products to community members in need. This program provides: Food to meet basic nutritional needs. Each location's food pantry has individual operating hours. Please call ahead of time to verify available services."
Food Pantry (Lutheran Social Services Southern California),speaks,"['English', 'Spanish']"
Food Pantry (Lutheran Social Services Southern California),costs,Free
Food Pantry (Lutheran Social Services Southern California),has_Google_Reviews,False
Food Pantry (Lutheran Social Services Southern California),covers,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA, San Diego County, CA and Ventura County, CA."
Food Pantry (Lutheran Social Services Southern California),zipcode_is,92506.0
Food Pantry (Lutheran Social Services Southern California),24hours_status_is,False
Food Pantry (Lutheran Social Services Southern California),has_a_Google_Rating_of,0
Food Pantry (Lutheran Social Services Southern California),offers,Food
Food Pantry (Lutheran Social Services Southern California),serves,"['all ages', 'individuals', 'families', 'limited english', 'emergency'], ['This program serves those who are in the coverage area.']"
Food Pantry (Lutheran Social Services Southern California),socials_are,"https://www.facebook.com/LSSSouthernCalifornia/, https://www.twitter.com/@LSSSouthernCal"
Food Pantry (Lutheran Social Services Southern California),coordinates_are,"33.9427601, -117.3930643"
Food Pantry (Lutheran Social Services Southern California),is_open_from,"12:00PM - 7:30PM, 12:00PM - 7:30PM, 12:00PM - 7:30PM, 12:00PM - 7:30PM, 12:00PM - 7:30PM, Closed, Closed"
R'Pantry (University of California - Riverside),main_services_are,"['food pantry', 'baby supplies', 'home goods', 'personal care items', 'navigating the system']"
R'Pantry (University of California - Riverside),website_is,https://basicneeds.ucr.edu/rpantry
R'Pantry (University of California - Riverside),is_located_at,"900 University Avenue, Riverside, CA 92521"
R'Pantry (University of California - Riverside),url_is_located_at,"https://www.google.com/maps/?q=900+University+Avenue,+Riverside,+CA+92521/"
R'Pantry (University of California - Riverside),has_an_availability_status_of,available
R'Pantry (University of California - Riverside),description_is,"R'Pantry provides emergency non-perishable food, personal hygiene, household care, and childcare items to both undergraduate and graduate students experiencing food insecurity. This program also connects Highlanders to on- and off-campus food resources and provide programs and workshops that improve health and wellness.This program provides:- Food to meet basic nutritional needs- Help accessing available local resourcesIndividuals can check their Facebook or Instagram for current program details. Appointments are mandatory. One Appointment is allowed per student, weekly. Need appointments on Monday and Friday, but not Tuesday and Thursday. If multiple appointments are made by the same individual, all appointments belonging to the individual will be canceled for the week."
R'Pantry (University of California - Riverside),speaks,['English']
R'Pantry (University of California - Riverside),costs,Free
R'Pantry (University of California - Riverside),has_Google_Reviews,False
R'Pantry (University of California - Riverside),covers,"This program covers residents of the following cities: Riverside, CA."
R'Pantry (University of California - Riverside),zipcode_is,92521.0
R'Pantry (University of California - Riverside),24hours_status_is,False
R'Pantry (University of California - Riverside),has_a_Google_Rating_of,0
R'Pantry (University of California - Riverside),offers,Food
R'Pantry (University of California - Riverside),serves,"['adults', 'young adults', 'teens', 'students'], ['This program serves undergraduate and graduate students of the University of California, Riverside.']"
R'Pantry (University of California - Riverside),socials_are,"https://www.facebook.com/ucrbasicneeds, https://www.twitter.com/@UCRBasicNeeds"
R'Pantry (University of California - Riverside),coordinates_are,"33.9754254, -117.3315965"
R'Pantry (University of California - Riverside),is_open_from,"2:00PM - 7:00PM, 4:00PM - 7:30PM, Closed, 4:00PM - 7:30PM, 2:00PM - 7:00PM, Closed, Closed"
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),main_services_are,"['emergency food', 'food pantry']"
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),other_services_are,"['help find housing', 'navigating the system', 'help fill out forms', 'help find work', 'translation & interpretation']"
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),website_is,https://casablancahns.org/food-pantry
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),is_located_at,"7680 Casa Blanca Street, Riverside, CA 92504"
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),url_is_located_at,"https://www.google.com/maps/?q=7680+Casa+Blanca+Street,+Riverside,+CA+92504/"
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),has_an_availability_status_of,available
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),description_is,"Casa Blanca Home of Neighborly Service (CBHNS) operates an Emergency Food Pantry for households experiencing a critical nutritional need.This program provides:- Emergency foodThis pantry is open 4 days each week, and households can access the pantry once each month."
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),speaks,"['English', 'Spanish']"
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),costs,Free
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),has_Google_Reviews,True
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),covers,"This program covers residents of the following cities: Riverside, CA."
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),zipcode_is,92504.0
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),24hours_status_is,False
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),has_a_Google_Rating_of,4.3
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),offers,Food
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),serves,"['anyone in need', 'all ages', 'unemployed', 'individuals', 'families', 'with children', 'limited english'], ['Anyone can access this program.']"
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),socials_are,https://www.facebook.com/profile.php?id=100011979676777
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),coordinates_are,"33.9320441, -117.4067931"
Emergency Food Pantry (Casa Blanca Home of Neighborly Service),is_open_from,"12:00PM - 7:00PM, 12:00PM - 7:00PM, Closed, 12:00PM - 7:00PM, 12:00PM - 7:00PM, Closed, Closed"
Drive Thru Food Distribution (Casa Blanca Home of Neighborly Service),main_services_are,['food pantry']
Drive Thru Food Distribution (Casa Blanca Home of Neighborly Service),other_services_are,"['help find housing', 'navigating the system', 'help fill out forms', 'help find work', 'translation & interpretation']"
Drive Thru Food Distribution (Casa Blanca Home of Neighborly Service),website_is,https://casablancahns.org/food-pantry
